SectionName,SectionTimeLimitMinutes,QuestionUniqueID,QuestionNumberInSection,PassageOrSetID,PassageOrSetContent,QuestionPrompt,OptionAText,OptionBText,OptionCText,OptionDText,OptionAValue,OptionBValue,OptionCValue,OptionDValue,CorrectAnswerValue,QuestionType,Topic,SubTopic,DifficultyLevelPredicted,ConceptTested,DetailedTags,IsTITA,SetID,CognitiveSkillLevel,SolutionExplanation
Quantitative Ability,40,882345101,1,,,"A vessel contains a mixture of milk and water in the ratio 7:3. When 20 litres of this mixture is removed and replaced with 20 litres of pure milk, the ratio of milk to water in the vessel becomes 11:3. What was the initial quantity of the mixture in the vessel, in litres?",70,90,100,120,A,B,C,D,A,MCQ,Arithmetic,Mixtures & Alligations,Medium,Applying concepts of ratio and proportion to solve problems involving mixture replacement.,"Mixture Replacement, Ratio Change, Alligations",FALSE,MockSet_CAT_QA_001,Application,"Let the initial quantity of the mixture be V litres.
Initial ratio of milk to water = 7:3.
Initial quantity of milk M₀ = (7/10)V. Initial quantity of water W₀ = (3/10)V.
When 20 litres of mixture is removed:
Milk removed = (7/10) × 20 = 14 litres.
Water removed = (3/10) × 20 = 6 litres.
Milk remaining M₁ = (7/10)V - 14.
Water remaining W₁ = (3/10)V - 6.
20 litres of pure milk is added. The total volume remains V.
New quantity of milk M₂ = M₁ + 20 = (7/10)V - 14 + 20 = (7/10)V + 6.
New quantity of water W₂ = W₁ = (3/10)V - 6.
The new ratio of milk to water is 11:3.
So, ((7/10)V + 6) / ((3/10)V - 6) = 11/3.
3((7/10)V + 6) = 11((3/10)V - 6).
(21/10)V + 18 = (33/10)V - 66.
18 + 66 = (33/10)V - (21/10)V.
84 = (12/10)V = (6/5)V.
V = (84 × 5) / 6 = 14 × 5 = 70 litres.
The correct option is (A)."
Quantitative Ability,40,882345102,2,,,"The sides of a triangle are x-1, 3x-7, and 4x-11. If x is an integer, 4x-11 is the longest side, and the triangle is obtuse-angled, find the sum of all possible integer values of x such that 3 < x ≤ 5.",,,,,,,,,5,TITA,Geometry,Triangles,Hard,"Properties of triangles, including triangle inequality and the condition for an obtuse-angled triangle (Pythagorean inequality), and solving inequalities for integer solutions.","Triangle Inequality, Obtuse Triangle Condition, Integer Solutions, Longest Side",TRUE,MockSet_CAT_QA_001,Analysis,"Sides are a = x-1, b = 3x-7, c = 4x-11.
For c = 4x-11 to be the longest side, it must be greater than the other two sides:
1. 4x-11 > 3x-7  =>  x > 4.
2. 4x-11 > x-1  =>  3x > 10  => x > 10/3.
The intersection of these conditions is x > 4.
Since x is an integer, x ≥ 5.
The triangle inequality (a+b > c) is (x-1)+(3x-7) > 4x-11 => 4x-8 > 4x-11, which is always true.
Obtuse condition: a² + b² < c².
(x-1)² + (3x-7)² < (4x-11)².
(x²-2x+1) + (9x²-42x+49) < (16x²-88x+121).
10x²-44x+50 < 16x²-88x+121.
0 < 6x²-44x+71.
Roots of 6x²-44x+71=0 are x ≈ 2.39 and x ≈ 4.93.
So, 6x²-44x+71 > 0 when x < 2.39 or x > 4.93.
Combined conditions: x ≥ 5 AND (x < 2.39 or x > 4.93). This implies x ≥ 5.
The question specifies 3 < x ≤ 5. The only integer satisfying this and x ≥ 5 is x=5.
Check x=5: Sides are 4, 8, 9. 4²+8² = 16+64=80. 9²=81. 80 < 81, so it is obtuse.
Thus, x=5 is the only possible integer value. Sum of values = 5."
Quantitative Ability,40,882345103,3,,,"A shopkeeper marks his goods 60% above the cost price. He sells one-third of the goods at this marked price. He sells another one-third of the goods at a 25% discount on the marked price. To achieve an overall profit of 25% on the entire transaction, at what approximate discount percentage must he sell the remaining one-third of the goods on their marked price?",30.60%,32.50%,34.40%,40.60%,A,B,C,D,D,MCQ,Arithmetic,"Profit, Loss & Discount",Hard,"Calculating selling price based on markup and discount, and determining the required discount on a portion of goods to meet an overall profit target.","Markup, Staged Sales, Multiple Discounts, Overall Profit Target",FALSE,MockSet_CAT_QA_001,Analysis,"Let the cost price (CP) of each unit be 100. Let there be 3 units of goods. Total CP = 300.
Marked price (MP) per unit = 100 × 1.60 = 160.
Overall profit desired = 25%. Total Selling Price (SP) required = 300 × 1.25 = 375.
SP for first 1/3rd (1 unit) at MP = 160.
SP for second 1/3rd (1 unit) at 25% discount on MP = 160 × (1 - 0.25) = 160 × 0.75 = 120.
Let SP for third 1/3rd (1 unit) be SP₃.
Total SP = 160 + 120 + SP₃ = 375.
280 + SP₃ = 375.
SP₃ = 375 - 280 = 95.
This SP₃ = 95 is obtained by giving D% discount on MP of 160.
95 = 160 × (1 - D/100).
1 - D/100 = 95 / 160 = 19 / 32.
D/100 = 1 - 19/32 = (32 - 19)/32 = 13/32.
D = (13/32) × 100 = 1300 / 32 = 325 / 8 = 40.625%.
Approximate discount = 40.6%.
The correct option is (D)."
Quantitative Ability,40,882345104,4,,,"If f(x) = x / (x-1) for x ≠ 1. Let fⁿ(x) denote applying the function f, n times. If f⁸(k) = k, and k ≠ 0, what is the value of f¹⁵(k) + f²⁰(k)?",k,k / (k-1),(k² + k -1) / (k-1),k² / (k-1),A,B,C,D,D,MCQ,Algebra,Functions,Medium,Understanding and identifying cyclic functions through repeated function composition.,"Iterative Functions, Cyclic Function, Function Composition",FALSE,MockSet_CAT_QA_001,Application,"f(x) = x / (x-1).
f²(x) = f(f(x)) = f(x/(x-1)) = [x/(x-1)] / [x/(x-1) - 1]
= [x/(x-1)] / [(x - (x-1))/(x-1)]
= [x/(x-1)] / [1/(x-1)] = x.
Since f²(x) = x, the function has a cycle of 2.
fⁿ(x) = x if n is even.
fⁿ(x) = x/(x-1) if n is odd.
f⁸(k) = k is consistent as 8 is even.
f¹⁵(k): 15 is odd, so f¹⁵(k) = k/(k-1).
f²⁰(k): 20 is even, so f²⁰(k) = k.
f¹⁵(k) + f²⁰(k) = k/(k-1) + k = [k + k(k-1)] / (k-1) = (k + k² - k) / (k-1) = k² / (k-1).
The correct option is (D)."
Quantitative Ability,40,882345105,5,,,"A sum of money is invested at simple interest. It amounts to Rs. 7200 in 3 years and Rs. 8800 in 5 years. If the rate of interest was 2% more, in how many years would the same initial sum amount to Rs. 9280?",,,,,,,,,5,TITA,Arithmetic,Simple Interest,Medium,"Calculating principal and rate from two different amounts over time in simple interest, and then recalculating the time for a new amount with an adjusted rate.","Amount Calculation, Finding Principal and Rate, Changed Rate Application",TRUE,MockSet_CAT_QA_001,Application,"Let P be the principal and R be the rate of simple interest.
Amount in 3 years = P + (P×R×3)/100 = 7200. (1)
Amount in 5 years = P + (P×R×5)/100 = 8800. (2)
Subtracting (1) from (2): (P×R×2)/100 = 1600.
So, (P×R×1)/100 = 800 (SI per year).
Substitute into (1): P + 3×800 = 7200 => P + 2400 = 7200 => P = 4800.
Original rate R: 800 = (4800×R×1)/100 => 800 = 48R => R = 800/48 = 50/3 %.
New rate R' = R + 2% = 50/3 + 2 = (50+6)/3 = 56/3 %.
New amount desired = Rs. 9280.
SI required = 9280 - P = 9280 - 4800 = 4480.
Let T' be the new time.
4480 = (4800 × (56/3) × T') / 100.
4480 = (48 × 56/3 × T').
4480 = (16 × 56 × T').
4480 = 896 × T'.
T' = 4480 / 896 = 5 years."
Quantitative Ability,40,882345106,6,,,"In how many ways can 5 distinct Physics books, 4 distinct Chemistry books, and 3 distinct Mathematics books be arranged in a row such that all books of the same subject are together, and the block of Mathematics books is never adjacent to the block of Physics books?",34560,17280,20736,41472,A,B,C,D,A,MCQ,Modern Maths,Permutations & Combinations,Hard,Linear arrangements with grouping (items together) and restrictions (items not together).,"Linear Arrangement, Grouping, Restriction, Not Adjacent",FALSE,MockSet_CAT_QA_001,Analysis,"Treat books of the same subject as single blocks: P (Physics), C (Chemistry), M (Mathematics).
Internal arrangements: P: 5! = 120. C: 4! = 24. M: 3! = 6.
Total internal arrangements = 5! × 4! × 3! = 120 × 24 × 6 = 17280.
Arrange blocks {P, C, M} such that M is not adjacent to P.
Total arrangements of 3 blocks = 3! = 6.
Arrangements where M and P are together: Treat {M} and {P} blocks as one combined block, [MP]. Arrange this [MP] block and the {C} block. This can be done in 2! = 2 ways. The combined block [MP] can be arranged internally in 2! = 2 ways (M-P or P-M).
Total arrangements where M and P are adjacent = 2! × 2! = 4.
Number of ways blocks can be arranged so M and P are NOT together = (Total block arrangements) - (Adjacent arrangements) = 6 - 4 = 2 ways.
Total ways = (Internal arrangements) × (Ways to arrange blocks) = 17280 × 2 = 34560.
The correct option is (A)."
Quantitative Ability,40,882345107,7,,,"Two trains, A and B, are 450 km apart. Train A starts from station P towards station Q at 9:00 AM at a speed of 60 km/hr. Train B starts from station Q towards station P at 10:00 AM at a speed of 75 km/hr. At what time will they meet (approximately)?",12:00 PM,12:30 PM,12:53 PM,1:30 PM,A,B,C,D,C,MCQ,Arithmetic,"Time, Speed & Distance (Trains)",Medium,"Relative speed of objects moving towards each other, with an adjustment for different start times.","Relative Speed, Meeting Point, Different Start Times",FALSE,MockSet_CAT_QA_001,Application,"Distance = 450 km. S_A = 60 km/hr (starts 9 AM). S_B = 75 km/hr (starts 10 AM).
By 10:00 AM, Train A has travelled 60 km × 1 hr = 60 km.
Remaining distance at 10:00 AM = 450 - 60 = 390 km.
Relative speed of A and B (approaching) = S_A + S_B = 60 + 75 = 135 km/hr.
Time to meet after 10:00 AM = Remaining Distance / Relative Speed = 390 / 135 hours.
390/135 = 78/27 = 26/9 hours.
26/9 hours = 2 8/9 hours.
8/9 hours = (8/9) × 60 minutes = 160/3 minutes = 53 1/3 minutes = 53 minutes 20 seconds.
Meeting time = 10:00 AM + 2 hours 53 minutes 20 seconds = 12:53:20 PM.
Approximately 12:53 PM.
The correct option is (C)."
Quantitative Ability,40,882345108,8,,,Find the number of integer solutions for the inequality ||x-4| - 6| ≤ 3.,,,,,,,,,14,TITA,Algebra,Inequalities,Hard,Solving nested absolute value (modulus) inequalities and finding the number of integer solutions within the resulting range(s).,"Nested Modulus, Absolute Value Inequality, Integer Solutions",TRUE,MockSet_CAT_QA_001,Analysis,"Inequality: ||x-4| - 6| ≤ 3.
Let y = |x-4|. Then |y - 6| ≤ 3.
This implies -3 ≤ y - 6 ≤ 3.
Adding 6 to all parts: 3 ≤ y ≤ 9.
Substitute back y = |x-4|: 3 ≤ |x-4| ≤ 9.
This splits into two separate inequalities:
1. |x-4| ≥ 3 => x-4 ≥ 3 or x-4 ≤ -3 => x ≥ 7 or x ≤ 1.
2. |x-4| ≤ 9 => -9 ≤ x-4 ≤ 9 => -5 ≤ x ≤ 13.
We need the intersection of these two conditions: (x ≥ 7 or x ≤ 1) AND (-5 ≤ x ≤ 13).
Intersection for x ≥ 7: The numbers must be ≥ 7 and ≤ 13. This gives the interval [7, 13]. The integers are 7, 8, 9, 10, 11, 12, 13 (7 integers).
Intersection for x ≤ 1: The numbers must be ≤ 1 and ≥ -5. This gives the interval [-5, 1]. The integers are -5, -4, -3, -2, -1, 0, 1 (7 integers).
Total number of integer solutions = 7 + 7 = 14."
Quantitative Ability,40,882345109,9,,,"A hollow metallic cylinder has external radius R, internal radius r, and height h. The volume of the material in the cylinder is given as 1320 cm³. If the cylinder weighs 10.34 kg, what is the approximate value of the metal's density?",7.83 g/cm³,7.95 g/cm³,8.05 g/cm³,8.12 g/cm³,A,B,C,D,A,MCQ,Geometry,Mensuration - 3D,Medium,"Calculating density using the formula Density = Mass / Volume, involving unit conversion (kg to g).","Hollow Cylinder, Volume of Material, Density Calculation",FALSE,MockSet_CAT_QA_001,Application,"Volume of material V_mat = 1320 cm³.
Weight W = 10.34 kg = 10340 g.
Density ρ = Weight / Volume.
ρ = 10340 g / 1320 cm³.
ρ = 1034 / 132 = 517 / 66.
Performing the division:
517 ÷ 66:
66 × 7 = 462. Remainder = 517 - 462 = 55.
66 × 8 = 528.
So the value is between 7 and 8. ρ = 7 and 55/66 = 7 and 5/6 g/cm³.
5/6 ≈ 0.8333...
ρ ≈ 7.8333... g/cm³.
The correct option is (A)."
Quantitative Ability,40,882345110,10,,,"The roots of the quadratic equation x²-(k-1)x+(k-4)=0 are α and β. If 1/α + 1/β = 3/2, find the value of k. (Assume roots are real and non-zero).",6,8,12,10,A,B,C,D,D,MCQ,Algebra,Quadratic Equations,Medium,Using Vieta's formulas (relationship between roots and coefficients) to solve for an unknown coefficient in a quadratic equation.,"Relationship Between Roots and Coefficients, Vieta's Formulas",FALSE,MockSet_CAT_QA_001,Application,"Given the quadratic equation x²-(k-1)x+(k-4)=0 with roots α and β.
From Vieta's formulas:
Sum of roots: α + β = -(-(k-1))/1 = k-1.
Product of roots: αβ = (k-4)/1 = k-4.
Given the condition: 1/α + 1/β = 3/2.
Combining the fractions on the left side: (α+β)/(αβ) = 3/2.
Substitute the expressions in terms of k:
(k-1)/(k-4) = 3/2.
Cross-multiply (assuming k-4 ≠ 0, which means αβ ≠ 0, as stated):
2(k-1) = 3(k-4).
2k - 2 = 3k - 12.
k = 10.
Check if roots are real for k=10:
The equation becomes x² - 9x + 6 = 0.
Discriminant D = b² - 4ac = (-9)² - 4(1)(6) = 81 - 24 = 57. Since D > 0, the roots are real.
The correct option is (D)."
