SectionName,SectionTimeLimitMinutes,QuestionUniqueID,QuestionNumberInSection,PassageOrSetID,PassageOrSetContent,QuestionPrompt,OptionAText,OptionBText,OptionCText,OptionDText,OptionAValue,OptionBValue,OptionCValue,OptionDValue,CorrectAnswerValue,QuestionType,Topic,SubTopic,DifficultyLevelPredicted,ConceptTested,DetailedTags,IsTITA,SetID,CognitiveSkillLevel,SolutionExplanation
Quantitative Aptitude,40,169426301,1,,,"A shopkeeper marks up an item by (x+20)%. He then offers a discount of x% on the marked price. Subsequently, due to a festive season, he offers an additional discount of 10% on the already discounted price. If his final profit percentage on the cost price is 5.3%, and x is an integer, what is the value of x?",10,15,20,25,10,15,20,25,10,MCQ,Arithmetic,"Profit, Loss & Discount",Hard,"Percentages, Successive Discounts, Markup, Profit Calculation","Percentages, Successive Discounts, Markup, Profit Calculation",False,MockSet1_QA,Evaluating,"Let the Cost Price (CP) be C. Markup percentage = (x+20)%. Marked Price (MP) = C * (1 + (x+20)/100). First discount = x% on MP. Price after first discount = MP * (1 - x/100) = C * (1 + (x+20)/100) * (1 - x/100). Second discount = 10% on the already discounted price. Selling Price (SP) = C * (1 + (x+20)/100) * (1 - x/100) * (1 - 10/100). SP = C * ((100+x+20)/100) * ((100-x)/100) * (90/100). SP = C * ((120+x)/100) * ((100-x)/100) * 0.9. Final profit percentage = 5.3%. So, SP = C * (1 + 5.3/100) = 1.053C. Equating the SP expressions (and dividing by C): ((120+x)/100) * ((100-x)/100) * 0.9 = 1.053. (120+x)(100-x) * 0.9 = 1.053 * 10000 = 10530. (120+x)(100-x) = 10530 / 0.9 = 11700. 12000 + 100x - 120x - x^2 = 11700. 12000 - 20x - x^2 = 11700. x^2 + 20x - 300 = 0. Factoring the quadratic: (x+30)(x-10) = 0. Possible values for x are x = -30 or x = 10. Since x represents a discount percentage, it should be positive. So, x = 10."
Quantitative Aptitude,40,238509176,2,,,"A four-digit number N = abcd has distinct non-zero digits such that a < b < c < d. The sum of all possible four-digit numbers that can be formed using these four distinct digits (a, b, c, d) without repetition is 159984. If d = 2a + 1, find the four-digit number N.",,,,,,,,,4569,TITA,Number System,Properties of Numbers,Hard,"Permutations of digits, Sum of numbers formed by digits, Digit properties","Permutations of digits, Sum of numbers formed by digits, Digit properties",True,MockSet1_QA,Evaluating,"The sum of all 4-digit numbers formed using N distinct digits d1, d2, d3, d4 is given by (N-1)! * (d1+d2+d3+d4) * (1111). In this case, using 4 distinct digits, the sum is (4-1)! * (a+b+c+d) * 1111 = 3! * (a+b+c+d) * 1111 = 6 * (a+b+c+d) * 1111 = 6666(a+b+c+d). Given that this sum is 159984. So, 6666(a+b+c+d) = 159984. a+b+c+d = 159984 / 6666 = 24. The digits are distinct, non-zero, and ordered as a < b < c < d. Also given, d = 2a + 1. We test values for 'a', keeping in mind that a, b, c, d are distinct non-zero digits and a < b < c < d. 1. If a = 1, d = 2(1)+1 = 3. Then 1 < b < c < 3. The only integer for b would be 2. Then c must be between b (2) and d (3), i.e., 2 < c < 3, which is not possible for an integer c. 2. If a = 2, d = 2(2)+1 = 5. Then 2 < b < c < 5. The only possible integer values for (b,c) are (3,4). Let's check the sum: a+b+c+d = 2+3+4+5 = 14. This is not equal to 24. 3. If a = 3, d = 2(3)+1 = 7. Then 3 < b < c < 7. Possible integer pairs for (b,c) are (4,5), (4,6), (5,6). We need a+b+c+d=24, so 3+b+c+7=24 => b+c=14. If (b,c)=(4,5): sum = 3+4+5+7 = 19 (not 24). If (b,c)=(4,6): sum = 3+4+6+7 = 20 (not 24). If (b,c)=(5,6): sum = 3+5+6+7 = 21 (not 24). None of these pairs sum to 14. 4. If a = 4, d = 2(4)+1 = 9. Then 4 < b < c < 9. We need a+b+c+d = 24, so 4+b+c+9 = 24, which implies b+c = 11. Test pairs for (b,c) such that 4 < b < c < 9 and b+c=11: If b=5, c=6. This gives 5+6=11. The digits are {4, 5, 6, 9}. All conditions are met: o Distinct and non-zero: Yes. o a < b < c < d: 4 < 5 < 6 < 9. Yes. o d = 2a+1: 9 = 2(4)+1 = 8+1 = 9. Yes. o a+b+c+d = 24: 4+5+6+9 = 24. Yes. The set of digits is {4, 5, 6, 9}. The number N = abcd is formed with these digits in ascending order as per the problem statement (a < b < c < d). So N = 4569."
Quantitative Aptitude,40,307195824,3,,,"In triangle ABC, AB = 10 cm, AC = 12 cm, and BC = 8 cm. A tangent drawn at point A to the circumcircle of triangle ABC meets the line BC extended at point P. Find the length of AP (in cm).",15,240/11,250/13,20,15,240/11,250/13,20,240/11,MCQ,Geometry,"Circles (Properties, Chords, Tangents, Secants)",Hard,"Circumcircle, Tangent properties, Similar triangles, Secant properties","Circumcircle, Tangent properties, Similar triangles, Secant properties",False,MockSet1_QA,Evaluating,"Let the circumcircle of ΔABC be Ω. Let the tangent at A be L. P is the intersection of L and BC (extended). By the properties of angles in alternate segments, ∠PAB = ∠ACB (the angle made by the tangent PA with the chord AB is equal to the angle subtended by the chord AB in the alternate segment of the circle). Also, ∠P (or ∠APB) is common to ΔPAB and ΔPCA. Therefore, ΔPAB ~ ΔPCA (Angle-Angle similarity). From similarity, the ratio of corresponding sides is equal: PA/PC = PB/PA = AB/AC. This gives two important relations: 1. PA^2 = PB * PC. Let PB = y. Then PC = PB + BC = y + 8. From PB/PA = AB/AC: PA = (AC/AB) * PB = (12/10) * y = (6/5)y. Substitute the expression for PA into the first relation: ((6/5)y)^2 = y(y+8). (36/25)y^2 = y^2 + 8y. Since P is on BC extended, y (length PB) cannot be 0. So, we can divide by y: (36/25)y = y + 8. (36/25)y - y = 8. ((36-25)/25)y = 8. (11/25)y = 8. y = (8 * 25) / 11 = 200/11. Now, calculate PA using PA = (6/5)y: PA = (6/5) * (200/11) = (6 * 40) / 11 = 240/11. The length of AP is 240/11 cm."
Quantitative Aptitude,40,476802951,4,,,"A man travels from point P to point Q at a speed of S1 km/hr. He returns from Q to P. For the first one-third of the distance of his return journey, his speed is S2 km/hr. For the next one-third of the distance, his speed is S3 km/hr, and for the final one-third of the distance, his speed is S4 km/hr. If S1:S2:S3:S4 = 6:5:4:3 and his average speed for the entire round trip (P to Q and Q to P) is 2880/77 km/hr, what is his speed S1 in km/hr?",30,36,42,48,30,36,42,48,48,MCQ,Arithmetic,"Time, Speed & Distance (General)",Hard,"Average Speed, Variable speeds, Ratios, Harmonic mean application for speeds","Average Speed, Variable speeds, Ratios, Harmonic mean application for speeds",False,MockSet1_QA,Evaluating,"Let the distance from P to Q be D km. Time taken from P to Q (t_PQ) = D/S1. For the return journey Q to P (distance D): Time for first D/3 km = (D/3)/S2 = D/(3S2). Time for second D/3 km = (D/3)/S3 = D/(3S3). Time for third D/3 km = (D/3)/S4 = D/(3S4). Total time for return journey (t_QP) = D/(3S2) + D/(3S3) + D/(3S4). Total distance for round trip = 2D. Total time for round trip (T_total) = t_PQ + t_QP = D/S1 + D/(3S2) + D/(3S3) + D/(3S4). Average speed = Total Distance / Total Time = 2D / T_total. Given average speed = 2880/77 km/hr. So, T_total / (2D) = 77/2880. This implies T_total / D = 77/1440. So, 1/S1 + 1/(3S2) + 1/(3S3) + 1/(3S4) = 77/1440. Let S1 = 6k, S2 = 5k, S3 = 4k, S4 = 3k for some constant k (based on S1:S2:S3:S4 = 6:5:4:3). Substitute these into the equation: 1/(6k) + 1/(3*5k) + 1/(3*4k) + 1/(3*3k) = 77/1440. 1/(6k) + 1/(15k) + 1/(12k) + 1/(9k) = 77/1440. Factor out (1/k): (1/k) * [1/6 + 1/15 + 1/12 + 1/9] = 77/1440. To sum the fractions in the bracket, find the LCM of 6, 15, 12, 9 which is 180. (1/k) * [(30 + 12 + 15 + 20)/180] = 77/1440. (1/k) * [77/180] = 77/1440. Divide both sides by 77: (1/k) * (1/180) = 1/1440. 1/(180k) = 1/1440. 180k = 1440. k = 1440 / 180 = 8. The value of S1 = 6k = 6 * 8 = 48 km/hr."
Quantitative Aptitude,40,545193708,5,,,"The sum of the first 'n' terms of an arithmetic progression is given by S_n = 3n^2 + 5n. If T_k denotes the k-th term of this arithmetic progression, and it is known that T_m = 110, find the value of m.",,,,,,,,,18,TITA,Algebra,"Sequences & Series (AP, GP, HP, Special Series)",Medium,"Arithmetic Progression, Sum of n terms, nth term of AP","Arithmetic Progression, Sum of n terms, nth term of AP",True,MockSet1_QA,Analyzing,"The sum of the first 'n' terms of an AP is S_n = 3n^2 + 5n. The k-th term T_k of an AP can be found using the formula T_k = S_k - S_(k-1) for k >= 2. T_k = (3k^2 + 5k) - [3(k-1)^2 + 5(k-1)]. T_k = (3k^2 + 5k) - [3(k^2 - 2k + 1) + 5k - 5]. T_k = (3k^2 + 5k) - [3k^2 - 6k + 3 + 5k - 5]. T_k = (3k^2 + 5k) - [3k^2 - k - 2]. T_k = 3k^2 + 5k - 3k^2 + k + 2. T_k = 6k + 2. This formula is also valid for k=1: T_1 = S_1 = 3(1)^2 + 5(1) = 8. Using the formula T_k=6k+2, T_1 = 6(1)+2 = 8. So it's universally valid. Given that T_m = 110. So, 6m + 2 = 110. 6m = 108. m = 108 / 6 = 18."
Quantitative Aptitude,40,613087492,6,,,"Pipes A, B, and C are used to fill a tank. A and B together can fill the tank in 10 hours. B and C together can fill it in 12 hours. A and C together can fill it in 15 hours. They all start filling the tank together. After 2 hours, pipe A develops a fault and its flow rate reduces by 25%. After another 2 hours, pipe B develops a fault and its flow rate reduces by 50%. Pipe C works at its full capacity throughout. In how many total hours (approximate to the nearest integer) will the tank be filled?",,,,,,,,,10,TITA,Arithmetic,Pipes & Cisterns,Hard,"Work and Time, Variable rates, Efficiency, Tank filling","Work and Time, Variable rates, Efficiency, Tank filling",True,MockSet1_QA,Evaluating,"Let V be the capacity of the tank in units. Let a, b, c be the rates of pipes A, B, C in units per hour. Given: 1. (a+b) * 10 = V => a+b = V/10, 2. (b+c) * 12 = V => b+c = V/12, 3. (a+c) * 15 = V => a+c = V/15. Adding these three equations: 2(a+b+c) = V/10 + V/12 + V/15 = V * ( (6+5+4)/60 ) = V * (15/60) = V/4. So, a+b+c = V/8. Individual rates: c = V/8 - V/10 = V/40. a = V/8 - V/12 = V/24. b = V/8 - V/15 = 7V/120. Process: 1. First 2 hours: Work done W1 = 2 * (a+b+c) = 2 * (V/8) = V/4. Remaining work = 3V/4. 2. Next 2 hours: A's new rate a' = 0.75a = 0.75(V/24) = V/32. Combined rate R' = a' + b + c = V/32 + 7V/120 + V/40 = 11V/96. Work done W2 = 2 * R' = 11V/48. Remaining work = 3V/4 - 11V/48 = 25V/48. 3. After these 4 hours: B's new rate b'' = 0.5b = 7V/240. New combined rate R'' = a' + b'' + c = V/32 + 7V/240 + V/40 = 41V/480. Time t3 to complete remaining work = (25V/48) / (41V/480) = 250/41 ≈ 6.1 hours. Total time = 2 + 2 + 250/41 = 4 + 6.1 = 10.1 hours. Approximated to the nearest integer, the total time is 10 hours."
Quantitative Aptitude,40,782504167,7,,,"If log_8 (x) = p, log_4 (y) = q, and log_2 (z) = r, and it is given that x^(1/p) * y^(1/(2q)) * z^(2/r) = 2^k, find the value of k. Assume x,y,z > 1.",6,8,10,12,6,8,10,12,6,MCQ,Algebra,Logarithms,Medium,"Properties of Logarithms, Change of Base, Exponents","Properties of Logarithms, Change of Base, Exponents",False,MockSet1_QA,Analyzing,"Given: log_8 (x) = p => x = 8^p = (2^3)^p = 2^(3p). log_4 (y) = q => y = 4^q = (2^2)^q = 2^(2q). log_2 (z) = r => z = 2^r. The expression is x^(1/p) * y^(1/(2q)) * z^(2/r). Substitute the forms of x, y, z in terms of p, q, r: x^(1/p) = (2^(3p))^(1/p) = 2^3. y^(1/(2q)) = (2^(2q))^(1/(2q)) = 2^1. z^(2/r) = (2^r)^(2/r) = 2^2. The product becomes: 2^3 * 2^1 * 2^2 = 2^(3+1+2) = 2^6. Given that the expression equals 2^k, we have 2^6 = 2^k. Therefore, k = 6."
Quantitative Aptitude,40,851937204,8,,,"A 200-litre vessel contains a mixture of milk and water, with milk constituting 80% of the mixture. X% of this mixture is removed and replaced with an equal quantity of water. This process is repeated once more. If the final quantity of milk in the vessel is 102.4 litres, find the value of X.",10,15,20,25,10,15,20,25,20,MCQ,Arithmetic,Mixtures & Alligations,Hard,"Percentages, Repeated Dilution, Replacement formula","Percentages, Repeated Dilution, Replacement formula",False,MockSet1_QA,Evaluating,"Initial quantity of milk, M0 = 80% of 200 L = 0.8 * 200 = 160 litres. Let f = X/100 be the fraction of the mixture that is removed and replaced with water. This process is repeated n=2 times. The formula for the quantity of milk remaining after n such operations is M_n = M0 * (1-f)^n. Given M2 = 102.4 litres. So, 102.4 = 160 * (1 - X/100)^2. (1 - X/100)^2 = 102.4 / 160 = 1024 / 1600 = (32/40)^2 = (4/5)^2. Taking the square root: 1 - X/100 = 4/5. X/100 = 1 - 4/5 = 1/5. X = 100/5 = 20. So, X = 20%."
Quantitative Aptitude,40,920481735,9,,,"A solid right circular cone has a base radius of R cm and a height of H cm. This cone is cut by two planes parallel to its base. The first cut is made at a height of H/3 from the apex, and the second cut is made at a height of 2H/3 from the apex. These cuts divide the original cone into three parts: a small cone (top part), a frustum (middle part), and another frustum (bottom part). If the volume of the middle part is V_M and the volume of the bottom part is V_B, find the integer value closest to 100 * (V_M / V_B).",,,,,,,,,37,TITA,Mensuration,"Mensuration - 3D (Volume & Surface Area: Cubes, Cuboids, Cylinders, Cones, Spheres, Prisms, Pyramids, Frustum)",Hard,"Cone, Frustum, Similar Solids, Volume Ratios, Solid Geometry","Cone, Frustum, Similar Solids, Volume Ratios, Solid Geometry",True,MockSet1_QA,Evaluating,"The ratio of volumes of similar cones is the cube of the ratio of their heights. Let V_orig be the volume of the original cone. Volume of the small cone (top part, C_T) cut at H/3 from apex = V_T = ((H/3)/H)^3 * V_orig = V_orig/27. Volume of the cone (C_M_top) formed by the cut at 2H/3 from the apex = V_C2 = ((2H/3)/H)^3 * V_orig = 8V_orig/27. The volume of the middle part (frustum) is V_M = V_C2 - V_T = 8V_orig/27 - V_orig/27 = 7V_orig/27. The volume of the bottom part (frustum) is V_B = V_orig - V_C2 = V_orig - 8V_orig/27 = 19V_orig/27. We need to find the integer value closest to 100 * (V_M / V_B). V_M / V_B = (7V_orig/27) / (19V_orig/27) = 7/19. 100 * (7/19) = 700/19 ≈ 36.84. The closest integer is 37."
Quantitative Aptitude,40,109375821,10,,,"The roots of the quadratic equation x^2 - (k-2)x - (k+1) = 0 are α and β. If (α-β)^2 = 4k+8, find the sum of all possible real values of k.",1,2,3,4,1,2,3,4,4,MCQ,Algebra,Quadratic Equations,Medium,"Roots of quadratic equation, Sum and product of roots, Difference of roots condition","Roots of quadratic equation, Sum and product of roots, Difference of roots condition",False,MockSet1_QA,Analyzing,"From Vieta's formulas: Sum of roots α+β = k-2. Product of roots αβ = -(k+1). We know (α-β)^2 = (α+β)^2 - 4αβ. We are given (α-β)^2 = 4k+8. So, (k-2)^2 - 4(-(k+1)) = 4k+8. (k^2 - 4k + 4) + 4k + 4 = 4k+8. k^2 + 8 = 4k+8. k^2 - 4k = 0. k(k-4) = 0. Possible values for k are k=0 or k=4. For roots to be real, the discriminant must be non-negative. (α-β)^2 = 4k+8 must be >= 0. For k=0, (α-β)^2 = 8 > 0. For k=4, (α-β)^2 = 24 > 0. Both values are valid. The sum of all possible real values of k is 0 + 4 = 4."
