SectionName,SectionTimeLimitMinutes,QuestionUniqueID,QuestionNumberInSection,PassageOrSetID,PassageOrSetContent,QuestionPrompt,OptionAText,OptionBText,OptionCText,OptionDText,OptionAValue,OptionBValue,OptionCValue,OptionDValue,CorrectAnswerValue,QuestionType,Topic,SubTopic,DifficultyLevelPredicted,ConceptTested,DetailedTags,IsTITA,SetID,CognitiveSkillLevel,SolutionExplanation
Quantitative Ability,40,Q96,1,,,"The average monthly electricity bill of a household for the first four months of the year was Rs. 1200. For the next three months, the average bill was Rs. 1500. For the subsequent four months, the average bill was Rs. 1350. If the total electricity bill for the entire year was Rs. 16,500, what was the electricity bill for the last month of the year (in Rs.)?",,,,,,,,,1800,TITA,Arithmetic,Averages & Weighted Averages,Medium,Averages & Weighted Averages,"Average Calculation, Monthly Data, Yearly Total",TRUE,MockSet1_QA,Application,"Total bill for the first 4 months = 4 * 1200 = Rs. 4800.
Total bill for the next 3 months = 3 * 1500 = Rs. 4500.
Total bill for the subsequent 4 months = 4 * 1350 = Rs. 5400.
Total bill for the first 4+3+4 = 11 months = 4800 + 4500 + 5400 = Rs. 14700.
Total electricity bill for the entire year (12 months) = Rs. 16,500.
The electricity bill for the last month = Total yearly bill - Total bill for first 11 months
= 16500 - 14700 = Rs. 1800."
Quantitative Ability,40,Q97,2,,,"If x, y are positive integers such that x to the power y = y to the power x and x is not equal to y, and additionally x = 2y. Find y to the power (x-y).",1,2,4,8,A,B,C,D,C,MCQ,Algebra,Basics of Algebra & Identities,Hard,Exponential Equations,"Exponential Equations, Integer Solutions, Simultaneous Equations",FALSE,MockSet1_QA,Analysis,"Given x = 2y. Substitute this into the equation x to the power y = y to the power x:
(2y) to the power y = y to the power (2y).
(2 to the power y) * (y to the power y) = (y to the power y) * (y to the power y).
Since y is a positive integer, y > 0. So, y to the power y > 0. We can divide both sides by y to the power y:
2 to the power y = y to the power y.
Since y is a positive integer, this implies y=2.
If y=2, then x=2y=4.
Check condition x is not equal to y: 4 is not equal to 2, satisfied.
The value to find is y to the power (x-y) = 2 to the power (4-2) = 2 to the power 2 = 4."
Quantitative Ability,40,Q98,3,,,Two identical circles of radius 6 cm intersect such that the distance between their centers is 6 cm. Find the area of the region common to both circles.,24pi - 18sqrt(3),12pi - 9sqrt(3),24pi - 36sqrt(3),12pi - 18sqrt(3),A,B,C,D,A,MCQ,Geometry,"Mensuration - 2D (Area & Perimeter: Triangles, Quadrilaterals, Polygons, Circles)",Hard,Area of Intersecting Circles,"Intersecting Circles, Area of Common Region, Sector Area, Equilateral Triangle",FALSE,MockSet1_QA,Analysis,"Let the two circles be C1 and C2, with centers O1 and O2 respectively, and radius r=6 cm.
The distance between their centers is d=6 cm.
The area of intersection of two identical circles is given by 2 * (Area of segment).
Area of segment = Area of sector - Area of triangle.
Consider the triangle O1PO2, where P is an intersection point of the circles. O1P=r=6, O2P=r=6, and O1O2=d=6. Thus, triangle O1PO2 is equilateral.
The angle angle PO1O2 = 60 degrees = pi/3 radians.
The angle subtended by the common chord at the center of C1 (let the intersection points be P and Q) is 2 * 60 degrees = 120 degrees = 2pi/3 radians.
Area of the sector PO1Q in C1 = (angle in degrees / 360) * pi * r^2 = (120/360) * pi * (6^2) = (1/3) * 36pi = 12pi cm sq.
Area of triangle PO1Q = (1/2) * r^2 * sin(120 degrees) = (1/2) * (6^2) * (sqrt(3)/2) = (1/2) * 36 * (sqrt(3)/2) = 9sqrt(3) cm sq.
Area of one segment = 12pi - 9sqrt(3) cm sq.
The area of common region = 2 * (Area of one segment) = 2 * (12pi - 9sqrt(3)) = 24pi - 18sqrt(3) cm sq."
Quantitative Ability,40,Q99,4,,,"A car travels from point X to point Y. It covers the first 40% of the distance at a speed of 60 km/hr. It then covers 50% of the remaining distance at a speed of 80 km/hr. Finally, it covers the rest of the distance at a speed of 40 km/hr. If the total time taken for the journey is 4.3 hours, what is the total distance between X and Y (in km)?",,,,,,,,,240,TITA,Arithmetic,"Time, Speed & Distance (General)",Hard,"Time, Speed & Distance (General)","Variable Speed, Fractional Distances, Total Time Calculation, Algebraic Manipulation",TRUE,MockSet1_QA,Analysis,"Let the total distance be D km.
1. First part: Distance D1 = 0.4D. Speed S1 = 60 km/hr. Time T1 = D1/S1 = 0.4D/60 = D/150 hr.
2. Remaining distance after first part = D - 0.4D = 0.6D.
Second part: Distance D2 = 50% of 0.6D = 0.5 * 0.6D = 0.3D. Speed S2 = 80 km/hr. Time T2 = D2/S2 = 0.3D/80 = 3D/800 hr.
3. Remaining distance after second part = 0.6D - 0.3D = 0.3D.
Third part: Distance D3 = 0.3D. Speed S3 = 40 km/hr. Time T3 = D3/S3 = 0.3D/40 = 3D/400 hr.
Total time taken T = T1 + T2 + T3 = 4.3 hours = 43/10 hours.
D/150 + 3D/800 + 3D/400 = 43/10.
The LCM of 150, 800, 400 is 2400.
(16D/2400) + (9D/2400) + (18D/2400) = 43/10.
(16D + 9D + 18D) / 2400 = 43/10.
43D / 2400 = 43/10.
Dividing both sides by 43:
D / 2400 = 1/10.
D = 2400 / 10 = 240 km."
Quantitative Ability,40,Q71,5,,,A shopkeeper buys an article for Rs. 500. He marks it up by 30% and then sells it at a discount of 10% on the marked price. Calculate his profit in Rupees.,,,,,,,,,85,TITA,Arithmetic,"Profit, Loss & Discount",Easy,"Profit, Loss & Discount","Cost Price, Marked Price, Discount, Profit Calculation",TRUE,MockSet1_QA,Application,"Cost Price (CP) = Rs. 500.
Markup = 30% of CP = (30/100) * 500 = Rs. 150.
Marked Price (MP) = CP + Markup amount = 500 + 150 = Rs. 650.
Discount = 10% on MP = (10/100) * 650 = Rs. 65.
Selling Price (SP) = MP - Discount amount = 650 - 65 = Rs. 585.
Profit = SP - CP = 585 - 500 = Rs. 85."
Quantitative Ability,40,Q72,6,,,Find the value of the sum from n=1 to 130 of floor(cuberoot(n)).,,,,,,,,,430,TITA,Algebra,Number Systems,Hard,Floor Function and Summation,"Floor Function, Summation, Cube Roots, Number Ranges",TRUE,MockSet1_QA,Analysis,"Sum S = Sum from n=1 to 130 of floor(cuberoot(n)).
Let k = floor(cuberoot(n)). This means k <= cuberoot(n) < k+1, which is k^3 <= n < (k+1)^3.
k=1: 1^3 <= n < 2^3 implies 1 <= n <= 7. (7 terms). Sum = 7 * 1 = 7.
k=2: 2^3 <= n < 3^3 implies 8 <= n <= 26. (19 terms). Sum = 19 * 2 = 38.
k=3: 3^3 <= n < 4^3 implies 27 <= n <= 63. (37 terms). Sum = 37 * 3 = 111.
k=4: 4^3 <= n < 5^3 implies 64 <= n <= 124. (61 terms). Sum = 61 * 4 = 244.
k=5: 5^3 <= n <= 130 implies 125 <= n <= 130. (6 terms). Sum = 6 * 5 = 30.
Total sum = 7 + 38 + 111 + 244 + 30 = 430."
Quantitative Ability,40,Q93,7,,,"Pipe A can fill a tank in 12 hours. Pipe B is 50% more efficient than Pipe A. Pipe C can empty the full tank in 24 hours. If all three pipes are opened together when the tank is empty, in how many hours will the tank be completely full?",6,7.2,8,9.6,A,B,C,D,A,MCQ,Arithmetic,Pipes & Cisterns,Medium,Pipes & Cisterns,"Work Rate, Efficiency Comparison, Combined Work (Filling and Emptying)",FALSE,MockSet1_QA,Application,"Rate of Pipe A: R_A = 1/12 tank/hr.
Pipe B is 50% more efficient: R_B = 1.5 * R_A = 1.5 * (1/12) = (3/2) * (1/12) = 1/8 tank/hr.
Rate of Pipe C (emptying): R_C = -1/24 tank/hr.
Combined rate R_total = R_A + R_B + R_C = 1/12 + 1/8 - 1/24.
LCM(12, 8, 24) = 24.
R_total = (2/24) + (3/24) - (1/24) = (2+3-1)/24 = 4/24 = 1/6 tank/hr.
Time to fill = 1 / R_total = 1 / (1/6) = 6 hours."
Quantitative Ability,40,Q74,8,,,Let f(x) = (x+1)/(x-1) for x not equal to 1. Let f to the power 1 of (x) = f(x) and f to the power (n+1) of (x) = f(f to the power n of (x)) for n >= 1. Find f to the power 2024 of (2).,-0.5,2,3,0.33,A,B,C,D,B,MCQ,Algebra,"Functions (Domain, Range, Types, Graphs, Inverse)",Hard,Composite Functions,"Composite Functions, Iterative Functions, Pattern Recognition",FALSE,MockSet1_QA,Analysis,"f(x) = (x+1)/(x-1).
f(f(x)) = f((x+1)/(x-1)) = ( ((x+1)/(x-1)) + 1 ) / ( ((x+1)/(x-1)) - 1 ).
Multiply numerator and denominator by (x-1):
f(f(x)) = ( (x+1) + (x-1) ) / ( (x+1) - (x-1) ) = (2x) / 2 = x.
So, f^2(x) = x.
This means f^3(x) = f(f^2(x)) = f(x), and f^4(x) = f(f^3(x)) = f(f(x)) = x.
In general, f^n(x) = x if n is even, and f^n(x) = f(x) if n is odd.
We need f to the power 2024 of (2). Since 2024 is an even number, f to the power 2024 of (2) = 2."
Quantitative Ability,40,Q100,9,,,"The price of an article is reduced by 20%. To restore it to the original price, the new price must be increased by what percentage?",20%,22.50%,25%,30%,A,B,C,D,C,MCQ,Arithmetic,Percentages,Easy,Percentages,"Percentage Decrease, Percentage Increase to Restore Original Value",FALSE,MockSet1_QA,Application,"Let the original price be P.
Price is reduced by 20%. New price P' = P * (1 - 20/100) = P * 0.8 = 0.8P.
To restore P' to P, the increase needed is P - P' = P - 0.8P = 0.2P.
The percentage increase is calculated on the new price P'.
Percentage increase = (Increase / New Price) * 100
= (0.2P / 0.8P) * 100 = (0.2/0.8) * 100 = (1/4) * 100 = 25%."
Quantitative Ability,40,Q101,10,,,The sum of the first n terms of an arithmetic progression is S_n = 2n^2 + 5n. Find the common difference of this AP.,4,5,6,9,A,B,C,D,A,MCQ,Algebra,"Sequences & Series (AP, GP, HP, Special Series)",Easy,Arithmetic Progression,"Arithmetic Progression, Sum of AP terms, Common Difference from Sn formula",FALSE,MockSet1_QA,Application,"Given S_n = 2n^2 + 5n.
The n-th term of an AP, T_n = S_n - S_{n-1} (for n>1).
T_n = (2n^2 + 5n) - (2*(n-1)^2 + 5*(n-1))
= (2n^2 + 5n) - (2*(n^2 - 2n + 1) + 5n - 5)
= (2n^2 + 5n) - (2n^2 - 4n + 2 + 5n - 5)
= (2n^2 + 5n) - (2n^2 + n - 3)
= 4n + 3.
The first term T_1 = S_1 = 2*(1)^2 + 5*(1) = 2+5=7.
Using the formula T_n = 4n+3 for n=1 gives T_1 = 4(1)+3 = 7. So the formula is valid for n=1.
The common difference d = T_2 - T_1.
T_2 = 4(2)+3 = 8+3=11.
d = 11 - 7 = 4."
