SectionName,SectionTimeLimitMinutes,QuestionUniqueID,QuestionNumberInSection,PassageOrSetID,PassageOrSetContent,QuestionPrompt,OptionAText,OptionBText,OptionCText,OptionDText,OptionAValue,OptionBValue,OptionCValue,OptionDValue,CorrectAnswerValue,QuestionType,Topic,SubTopic,DifficultyLevelPredicted,ConceptTested,DetailedTags,IsTITA,SetID,CognitiveSkillLevel,SolutionExplanation
Quantitative Aptitude,40,M1QA24001,1,,,"A bus has a scheduled travel time for a fixed route. On Monday, it travels the entire route at a constant speed, which is 20% less than its scheduled speed, and arrives 2 hours late. On Tuesday, it covers the first 40% of the route in 50% of the scheduled time. For the remaining 60% of the route, it travels at a constant speed of 45 km/hr and arrives exactly on time. What is the length of the route in km?",300 km,360 km,450 km,540 km,300 km,360 km,450 km,540 km,300 km,MCQ,Arithmetic,"Time, Speed & Distance (General)",Hard,"Piecewise Speed, Scheduled Time, Late Arrival, Algebraic Modeling","Piecewise Speed, Scheduled Time, Late Arrival, Algebraic Modeling",FALSE,MockSet1_QA,Analysis,"Let D be the length of the route in km and T_sch be the scheduled travel time in hours. The scheduled speed is S_sch = D/T_sch.
On Tuesday:
The bus covers the first 40% of the route (0.4D) in 50% of the scheduled time (0.5T_sch).
The remaining 60% of the route (0.6D) is covered at a speed of 45 km/hr.
Since the bus arrives exactly on time on Tuesday, the total time taken is T_sch.
Time taken for the first 40% is 0.5T_sch.
So, time taken for the remaining 60% must be T_sch - 0.5T_sch = 0.5T_sch.
For this remaining part: Distance = 0.6D, Speed = 45 km/hr, Time = 0.5T_sch.
So, 0.6D = 45 × (0.5T_sch) => 0.6D = 22.5T_sch.
This gives D/T_sch = 22.5 / 0.6 = 225 / 6 = 75/2 = 37.5.
Thus, the scheduled speed S_sch = 37.5 km/hr.
On Monday:
The bus travels at a constant speed S_M, which is 20% less than its scheduled speed.
S_M = S_sch * (1 - 0.20) = 0.80 * S_sch = 0.80 * 37.5 = 30 km/hr.
The bus arrives 2 hours late, so the time taken is T_sch + 2.
Distance D = S_M * (T_sch + 2).
So, D = 30 * (T_sch + 2).
We also know D = S_sch * T_sch = 37.5T_sch.
Equating the two expressions for D:
37.5T_sch = 30 * (T_sch + 2).
37.5T_sch = 30T_sch + 60.
7.5T_sch = 60.
T_sch = 60 / 7.5 = 600 / 75 = 8 hours.
Now, calculate the length of the route D:
D = 37.5 * T_sch = 37.5 * 8 = 300 km."
Quantitative Aptitude,40,M1QA24002,2,,,"An n-digit number X is formed using only the digits 1, 2, and 3, where n > 1, and repetition of digits is allowed. The sum of all such distinct n-digit numbers that can be formed is denoted by S_n. What is the value of S_n when n=3, calculated using the digits 1, 2, and 3 where each position in the number can be any of these three digits? (Note: Any other contextual information about sums for different n or different digit sets should be disregarded for this specific calculation.)",,,,,,,,,5994,TITA,Algebra,Number Systems,Medium,"Sum of N-digit numbers, Repetition of digits, Place Value Summation","Sum of N-digit numbers, Repetition of digits, Place Value Summation",TRUE,MockSet1_QA,Application,"Let S_n be the sum of all distinct n-digit numbers formed using only the digits 1, 2, and 3, with repetition allowed.
The set of allowed digits is {1, 2, 3}.
The number of choices for each digit position is k=3.
The sum of these allowed digits is D_sum = 1+2+3 = 6.
For an n-digit number, there are k^n = 3^n such numbers possible.
The sum of all such n-digit numbers is S_n = (D_sum * k^(n-1)) * ( (10^n - 1) / 9 ).
The term (D_sum * k^(n-1)) is the sum of all digits in any specific position (e.g., units place sum across all numbers).
The term ( (10^n - 1) / 9 ) is the sum of place values (1 + 10 + ... + 10^(n-1)).
Substituting k=3 and D_sum=6:
S_n = (6 * 3^(n-1)) * ( (10^n - 1) / 9 ).
The problem asks for the value of S_n when n=3, using the digits 1, 2, and 3.
S_3 = (6 * 3^(3-1)) * ( (10^3 - 1) / 9 )
S_3 = (6 * 3^2) * ( (1000 - 1) / 9 )
S_3 = (6 * 9) * (999 / 9)
S_3 = 54 * 111
S_3 = 5994.
The sum is 5994."
Quantitative Aptitude,40,M1QA24003,3,,,"Three circles C1, C2, and C3, each of radius 10 cm, touch each other externally. Their centers form an equilateral triangle. Two other circles, C4 and C5, are drawn such that each is tangent to C1, C2, and C3. C4 lies in the central region bounded by C1, C2, C3, and C5 encloses C1, C2, C3. If the radius of C4 is smaller than the radius of C5, what is the value of (radius of C5) / (radius of C4)?",7 + 4√3,7 + 2√3,5 + 2√3,5 + 4√3,7 + 4√3,7 + 2√3,5 + 2√3,5 + 4√3,7 + 4√3,MCQ,Geometry,"Circles (Properties, Chords, Tangents, Secants)",Hard,"Mutually Tangent Circles, Centroid of Equilateral Triangle, Radius Ratio calculation","Mutually Tangent Circles, Centroid of Equilateral Triangle, Radius Ratio calculation",FALSE,MockSet1_QA,Analysis,"Let R be the radius of the three equal circles C1, C2, C3; R = 10 cm.
The centers O1, O2, O3 of these circles form an equilateral triangle with side length 2R = 20 cm.
Let G be the centroid of this triangle. G is the center for both C4 and C5.
The distance from G to any vertex (say O1) is d = (Side Length)/√3 = (2R)/√3 = 20/√3 cm.
For C4 (smaller circle, radius r4) in the central void, tangent to C1, C2, C3:
The distance between the center of C1 (O1) and the center of C4 (G) is O1G = d.
Since C1 and C4 are externally tangent, O1G = R + r4.
So, (2R)/√3 = R + r4 => r4 = R(2/√3 - 1).
With R=10 cm, r4 = 10(2/√3 - 1) = 10( (2-√3)/√3 ).
For C5 (larger circle, radius r5) enclosing C1, C2, C3 and tangent to them:
The tangency is internal. The distance between the center of C1 (O1) and the center of C5 (G) is O1G = d.
Since C5 encloses C1 and is tangent to it, O1G = r5 - R.
So, (2R)/√3 = r5 - R => r5 = R(2/√3 + 1).
With R=10 cm, r5 = 10(2/√3 + 1) = 10( (2+√3)/√3 ).
The ratio required is r5 / r4:
r5/r4 = [10 * ( (2+√3)/√3 )] / [10 * ( (2-√3)/√3 )]
= ( (2+√3)/√3 ) / ( (2-√3)/√3 )
= (2+√3) / (2-√3).
To rationalize, multiply numerator and denominator by (2+√3):
r5/r4 = ( (2+√3)(2+√3) ) / ( (2-√3)(2+√3) )
= (2+√3)² / (2² - (√3)²)
= (4 + 3 + 4√3) / (4-3)
= (7 + 4√3) / 1 = 7 + 4√3."
Quantitative Aptitude,40,M1QA24004,4,,,Find the sum of the infinite series: (3/(1²⋅2²)) + (5/(2²⋅3²)) + (7/(3²⋅4²)) + ...,1.00,0.67,2.00,1.33,1.00,0.67,2.00,1.33,1,MCQ,Algebra,"Sequences & Series (AP, GP, HP, Special Series)",Medium,"Infinite Series, Telescoping Sum, Method of Differences","Infinite Series, Telescoping Sum, Method of Differences",FALSE,MockSet1_QA,Application,"The general term of the series is T_n = (2n+1) / (n²(n+1)²).
The numerator can be expressed as (n+1)² - n² = (n² + 2n + 1) - n² = 2n+1.
So, T_n = ( (n+1)² - n² ) / ( n²(n+1)² ).
Splitting the fraction:
T_n = (n+1)² / (n²(n+1)²) - n² / (n²(n+1)²)
T_n = 1/n² - 1/(n+1)².
This is a telescoping series.
Let S_N be the sum of the first N terms:
S_N = (1/1² - 1/2²) + (1/2² - 1/3²) + (1/3² - 1/4²) + ... + (1/N² - 1/(N+1)²).
The intermediate terms cancel out.
S_N = 1/1² - 1/(N+1)² = 1 - 1/(N+1)².
For an infinite series, we find the limit of S_N as N → ∞.
Sum = lim (N→∞) [1 - 1/(N+1)²].
As N → ∞, (N+1)² → ∞, so 1/(N+1)² → 0.
Thus, the sum of the infinite series is 1 - 0 = 1."
Quantitative Aptitude,40,M1QA24005,5,,,"A company has 30 employees. This group of 30 employees is the union of Group A (consisting of 15 employees) and Group B (consisting of 20 employees). The average bonus of employees in Group A is Rs. 12,000. The average bonus of employees in Group B is Rs. 18,000. The 5 employees common to Group A and Group B have an average bonus of Rs. 18,000. What is the overall average bonus (in Rs.) of the 30 employees in the company?",,,,,,,,,15000,TITA,Arithmetic,Averages & Weighted Averages,Medium,"Overlapping Sets, Weighted Average, Principle of Inclusion-Exclusion for Sums","Overlapping Sets, Weighted Average, Principle of Inclusion-Exclusion for Sums",TRUE,MockSet1_QA,Analysis,"Total employees in the company N(Total) = 30. This group is the union of Group A and Group B.
For Group A: N(A) = 15, Average bonus (Avg_A) = Rs. 12,000.
Sum of bonuses for Group A (Sum_A) = 15 * 12,000 = Rs. 180,000.
For Group B: N(B) = 20, Average bonus (Avg_B) = Rs. 18,000.
Sum of bonuses for Group B (Sum_B) = 20 * 18,000 = Rs. 360,000.
Employees common to Group A and B: N(A ∩ B) = 5.
Average bonus for common employees (Avg_A∩B) = Rs. 18,000.
Sum of bonuses for common employees (Sum_A∩B) = 5 * 18,000 = Rs. 90,000.
The total sum of bonuses for all employees (Sum(A U B)) is:
Sum(A U B) = Sum_A + Sum_B - Sum_A∩B
Sum(A U B) = 180,000 + 360,000 - 90,000 = 540,000 - 90,000 = Rs. 450,000.
Number of unique employees N(A U B) = N(A) + N(B) - N(A∩B) = 15 + 20 - 5 = 30.
This matches the total number of employees.
The overall average bonus = Sum(A U B) / N(A U B) = 450,000 / 30 = Rs. 15,000.
The overall average bonus is 15000."
Quantitative Aptitude,40,M1QA24006,6,,,"Person A invested Rs. P in a scheme offering compound interest at 10% per annum, compounded half-yearly, for 1 year. Person B invested Rs. (P – 7000) in the same scheme for 6 months. After 6 months, Person B withdrew the entire amount and reinvested it in another scheme offering simple interest at 12% per annum for 6 months. If the final amount received by Person B from the simple interest scheme (i.e. principal + SI from this second scheme) is equal to the amount Person A received after 1 year, find the value of P.","Rs. 60,000","Rs. 70,000","Rs. 74,200","Rs. 80,000","Rs. 60,000","Rs. 70,000","Rs. 74,200","Rs. 80,000","Rs. 74,200",MCQ,Arithmetic,Compound Interest,Hard,"Compound Interest, Simple Interest, Half-yearly Compounding, Reinvestment, Equating Amounts","Compound Interest, Simple Interest, Half-yearly Compounding, Reinvestment, Equating Amounts",FALSE,MockSet1_QA,Analysis,"Let r_half_yearly be the half-yearly interest rate for the scheme, so r_half_yearly = 10%/2 = 5% = 0.05.
Person A's investment:
Principal P_A = P.
Time t_A = 1 year = 2 half-year periods.
Amount A_A = P * (1 + r_half_yearly)² = P * (1.05)² = P * 1.1025.
Person B's investment:
Initial Principal P_B_initial = P – 7000.
Phase 1 (compounded interest):
Time t_B1 = 6 months = 1 half-year period.
Amount after Phase 1, M_B1 = (P – 7000) * (1 + 0.05)¹ = (P – 7000) * 1.05.
Phase 2 (simple interest):
Principal for Phase 2, P_B2 = M_B1.
Simple interest rate r_SI = 12% per annum = 0.12.
Time t_SI = 6 months = 0.5 years.
Simple Interest SI_B2 = P_B2 * r_SI * t_SI = M_B1 * 0.12 * 0.5 = M_B1 * 0.06.
Final amount for Person B, A_B = M_B1 + SI_B2 = M_B1 * (1 + 0.06) = M_B1 * 1.06.
Substituting M_B1:
A_B = (P – 7000) * 1.05 * 1.06 = (P – 7000) * 1.113.
Given that A_A = A_B:
P * 1.1025 = (P – 7000) * 1.113.
1.1025P = 1.113P – 7000 * 1.113.
1.1025P = 1.113P – 7791.
7791 = 1.113P – 1.1025P.
7791 = (1.1130 – 1.1025)P.
7791 = 0.0105P.
P = 7791 / 0.0105.
P = 7791000 / 105.
P = 74200.
So, P = Rs. 74,200."
Quantitative Aptitude,40,M1QA24007,7,,,"If x and y are real numbers such that x² + y² = 2xy + 1 and x + y = √(8xy), what is the value of x³ + y³?",5√2 / 4,3√2 / 2,√2,7√2 / 4,5√2 / 4,3√2 / 2,√2,7√2 / 4,5√2 / 4,MCQ,Algebra,Basics of Algebra & Identities,Hard,"System of Non-linear Equations, Algebraic Manipulation, Surds, Sum of Cubes Identity","System of Non-linear Equations, Algebraic Manipulation, Surds, Sum of Cubes Identity",FALSE,MockSet1_QA,Analysis,"1.	x² + y² = 2xy + 1 => x² - 2xy + y² = 1 => (x-y)² = 1. So, x-y = ±1.
2.	x + y = √(8xy). For RHS to be real, xy ≥ 0.
If x,y < 0, then x+y < 0 but √(8xy) > 0, so not possible. Thus x,y ≥ 0.
Squaring (2): (x+y)² = 8xy => x² + 2xy + y² = 8xy => x² - 6xy + y² = 0.
If y=0, then x=0. This makes (x-y)²=0 ≠ 1. So x,y ≠ 0.
Divide by y²: (x/y)² - 6(x/y) + 1 = 0. Let t=x/y. t²-6t+1=0 => t = (6±√32)/2 = 3±2√2.
If x-y=1 (so x>y, x/y > 1), then x/y = 3+2√2.
x=(3+2√2)y. Substitute into x-y=1: (2+2√2)y=1 => y=1/(2(1+√2)) = (√2-1)/2.
Then x = y+1 = (√2+1)/2.
If x-y=-1 (so x<y, x/y < 1), then x/y = 3-2√2. This leads to x=(√2-1)/2, y=(√2+1)/2.
The set {x,y} is { (√2+1)/2, (√2-1)/2 }.
x+y = √2. xy = ( (√2)²-1² )/4 = 1/4.
x³+y³ = (x+y)((x+y)²-3xy) = (√2)( (√2)² - 3(1/4) ) = √2 * (2 - 3/4) = √2 * (5/4) = 5√2/4."
Quantitative Aptitude,40,M1QA24008,8,,,"The inequality √(x² - 7x + 12) > x - 4 is satisfied for certain real values of x. What is the sum of all non-negative integers up to 3 (i.e., x ∈ {0, 1, 2, 3}) that satisfy this inequality?",3,5,6,7,3,5,6,7,6,MCQ,Algebra,Inequalities (Linear & Quadratic),Medium,"Radical Inequality, Squaring Both Sides, Domain of Square Root, Casework for Inequalities","Radical Inequality, Squaring Both Sides, Domain of Square Root, Casework for Inequalities",FALSE,MockSet1_QA,Analysis,"The inequality is √(x² - 7x + 12) > x - 4.
First, ensure the expression under the square root is non-negative (for the LHS to be real):
x² - 7x + 12 ≥ 0
(x-3)(x-4) ≥ 0.
This holds when x ≤ 3 or x ≥ 4. This is the domain of allowed x values.
Case 1: The RHS (x - 4) is negative.
x - 4 < 0 => x < 4.
Considering the domain, this case applies for x ≤ 3.
If x ≤ 3, then x-4 is negative. The LHS, √(x² - 7x + 12), is always non-negative (if real).
A non-negative number is always greater than a negative number.
So, for all x ≤ 3, the inequality holds.
Case 2: The RHS (x - 4) is non-negative.
x - 4 ≥ 0 => x ≥ 4.
Considering the domain, this case applies for x ≥ 4.
When both sides are non-negative, we can square both sides of the inequality:
x² - 7x + 12 > (x - 4)²
x² - 7x + 12 > x² - 8x + 16
-7x + 12 > -8x + 16
8x - 7x > 16 - 12
x > 4.
So, for this case, we need x ≥ 4 AND x > 4, which means x > 4.
The problem asks for 'The sum of all non-negative integers up to 3 that satisfy this inequality'.
From Case 1, all x ≤ 3 satisfy the inequality.
The non-negative integers up to 3 are 0, 1, 2, 3. All these values satisfy x ≤ 3.
So, these integers are 0, 1, 2, 3.
Their sum is 0 + 1 + 2 + 3 = 6."
Quantitative Aptitude,40,M1QA24009,9,,,"The roots of the quadratic equation x² - px + q = 0 are α and β, where α and β are distinct. If α, β, αβ form a geometric progression, and p, q are positive integers, find the smallest possible value of p + q.",3,9,12,14,3,9,12,14,14,MCQ,Algebra,Quadratic Equations,Hard,"Roots of Quadratic Equations, Vieta's Formulas, Geometric Progression condition on roots, Integer Properties","Roots of Quadratic Equations, Vieta's Formulas, Geometric Progression condition on roots, Integer Properties",FALSE,MockSet1_QA,Analysis,"Let the roots of x² - px + q = 0 be α and β.
From Vieta's formulas: α+β = p and αβ = q.
Given that p and q are positive integers. This implies α and β are both positive.
The roots α and β are distinct, so α ≠ β.
The terms α, β, αβ form a geometric progression (GP). This implies the ratio of consecutive terms is constant.
So, β/α = (αβ)/β.
Since β > 0 (as it's a positive root), we can cancel β from (αβ)/β = α.
So, β/α = α, which gives β = α².
Since α ≠ β, we have α² ≠ α. Since α > 0, this means α ≠ 1.
Substitute β = α² into Vieta's formulas:
1.	α + α² = p
2.	α * α² = α³ = q
Since p, q are positive integers, α³ = q must be an integer, and α + α² = p must be an integer.
If α is an integer: Since α > 0 and α ≠ 1, the smallest possible integer value for α is 2.
If α = 2:
β = α² = 2² = 4. (Roots are 2 and 4, which are distinct, satisfying α ≠ β).
p = α + α² = 2 + 4 = 6.
q = α³ = 2³ = 8.
(p=6 and q=8 are positive integers).
The GP formed by α, β, αβ is 2, 4, 8 (common ratio 2). This is valid.
For this case, p+q = 6+8 = 14.
If α is a rational number but not an integer, let α = a/b where gcd(a,b)=1 and b>1.
For α³ = (a/b)³ = q to be an integer, b³ must divide a³. Since gcd(a,b)=1, this implies b=1, which contradicts b>1. So α cannot be a non-integer rational number.
Thus, α must be an integer.
The smallest integer value for α (given α > 0, α ≠ 1) is α=2. This yields p+q = 14.
The next integer value for α is 3.
If α = 3: β = 3² = 9. p = 3+9=12, q = 3³=27. p+q = 12+27=39.
Values of p+q are increasing for α > 2.
Thus, the smallest possible value of p+q is 14."
Quantitative Aptitude,40,M1QA24010,10,,,"If log(base y)(x) = 3 and log(base 4z)(y) = 2, where x, y, z are positive real numbers, each different from 1. If it is given that z=2, and x can be expressed as z^k for some constant k, what is the value of k?",6,8,12,18,6,8,12,18,18,MCQ,Algebra,Logarithms,Medium,"Logarithm Properties, Definition of Logarithm, Solving for Exponent","Logarithm Properties, Definition of Logarithm, Solving for Exponent",FALSE,MockSet1_QA,Application,"Given equations:
1.	log(base y)(x) = 3 => x = y³
2.	log(base 4z)(y) = 2 => y = (4z)²
Substitute y from (2) into (1):
y = (4z)² = 16z²
x = (16z²)³ = 16³ * (z²)³ = (2⁴)³ * z⁶ = 2¹² z⁶.
Given z=2:
x = 2¹² * 2⁶ = 2¹⁸.
We are also given x = z^k. Substitute x=2¹⁸ and z=2:
2¹⁸ = 2^k.
Therefore, k = 18."
