SectionName,SectionTimeLimitMinutes,QuestionUniqueID,QuestionNumberInSection,PassageOrSetID,PassageOrSetContent,QuestionPrompt,OptionAText,OptionBText,OptionCText,OptionDText,OptionAValue,OptionBValue,OptionCValue,OptionDValue,CorrectAnswerValue,QuestionType,Topic,SubTopic,DifficultyLevelPredicted,ConceptTested,DetailedTags,IsTITA,SetID,CognitiveSkillLevel,SolutionExplanation
LRDI,,MOCKCAT24S2_V1_Q1,1,MOCKCAT24S2_V1_Set1_GridNumberPlacement,"A 4x4 grid has sixteen slots. Exactly twelve distinct integers from 1 to 12 (inclusive) must be placed in twelve of these slots. The remaining four slots remain empty (denoted by E). The following rules apply:
1.	In any row, if there are multiple numbers, the numbers placed strictly increase from left to right.
2.	In any column, if there are multiple numbers, the numbers placed strictly increase from top to bottom.
3.	The number 1 is in (Row 1, Column 1). The number 12 is in (Row 4, Column 4).
4.	Row 1 is completely filled with numbers. The sum of numbers in Row 1 is 10.
5.	The number 5 is in (Row 2, Column 1). Slot (R2, C4) is empty. The sum of numbers in Column 1 is 14.
6.	The number 10 is in Column 2 and Row 4. Column 2 is completely filled.
7.	The slot (Row 3, Column 3) is empty. The number 11 is in Row 3.
8.	The sum of numbers in Row 2 is 18.
9.  The sum of numbers in Row 3 is 28.","What is the number in the slot (Row 3, Column 2)?",6,8,9,7,6,8,9,7,9,MCQ,Logical Reasoning,Grid Puzzle,Moderate,,"constraint satisfaction, numerical grid, row-column rules",False,MOCKCAT24S2_V1_Set1_GridNumberPlacement,,"1.  From Clue 3, (R1,C1) = 1.
2.  From Clue 4, Row 1 is completely filled and its sum is 10. Since numbers increase L-R (Clue 1) and are distinct integers, Row 1 must be {1, 2, 3, 4}. So, R1C1=1, R1C2=2, R1C3=3, R1C4=4.
3.  From Clue 5, (R2,C1) = 5 and slot (R2,C4) is empty (E).
4.  From Clue 3, (R4,C4) = 12.
5.  From Clue 5, the sum of numbers in Column 1 is 14. We have R1C1=1 and R2C1=5. So, 1 + 5 + R3C1 + R4C1 = 14 (considering only filled cells). This means if both R3C1 and R4C1 are filled, their sum is 8. By Clue 2 (numbers in a column increase T-B), R3C1 > R2C1=5. If R3C1 and R4C1 were both filled, then 5 < R3C1 < R4C1, and R3C1+R4C1=8. No two distinct integers satisfy this. So, one of R3C1 or R4C1 must be empty, and the other must be 8.
6.  From Clue 6, (R4,C2) = 10 and Column 2 is completely filled.
7.  From Clue 7, slot (R3,C3) is empty (E), and the number 11 is in Row 3.
8.  From Clue 8, the sum of numbers in Row 2 is 18. Row 2 is {R2C1, R2C2, R2C3, R2C4}. We have {5, R2C2, R2C3, E}. So, 5 + R2C2 + R2C3 = 18, which means R2C2 + R2C3 = 13. Since numbers increase L-R (Clue 1) and R2C2 > R2C1=5, the only distinct integers for (R2C2, R2C3) are (6,7). So, R2C2=6 and R2C3=7. Row 2 is {5, 6, 7, E}.
9.  From Clue 9, the sum of numbers in Row 3 is 28. Row 3 is {R3C1, R3C2, R3C3, R3C4}. We have {R3C1, R3C2, E, R3C4}. So, R3C1 + R3C2 + R3C4 = 28. We also know 11 is in Row 3.
10. Let's revisit Column 1 (Step 5).
    *   Case A: R3C1=8, R4C1=E.
        Row 3 is {8, R3C2, E, R3C4}. Sum: 8 + R3C2 + R3C4 = 28, so R3C2 + R3C4 = 20.
        Column 2 is {R1C2, R2C2, R3C2, R4C2} = {2, 6, R3C2, 10} and is filled. Numbers increase T-B. So, 6 < R3C2 < 10. Possible values for R3C2 are 7, 8, 9.
        Since R3C1=8, R3C2 must be > 8 (Clue 1: L-R increase in Row 3) and R3C2 cannot be 8 (distinct numbers). So R3C2 must be 9.
        If R3C2=9, then R3C4 = 20 - 9 = 11. This places 11 in Row 3, satisfying Clue 7.
        Row 3 becomes {8, 9, E, 11}. This is valid (8<9<11).
        Column 2 becomes {2, 6, 9, 10}. This is valid (2<6<9<10). This case is consistent.
    *   Case B: R3C1=E, R4C1=8.
        Row 3 is {E, R3C2, E, R3C4}. Sum: R3C2 + R3C4 = 28.
        Column 2 is {2, 6, R3C2, 10}. So, 6 < R3C2 < 10. Possible values for R3C2 are 7, 8, 9.
        Number 8 is used in R4C1, so R3C2 can be 7 or 9.
        If R3C2=7: R3C4 = 28 - 7 = 21 (Impossible, max number is 12).
        If R3C2=9: R3C4 = 28 - 9 = 19 (Impossible, max number is 12).
        Case B is not possible.
11. Therefore, Case A is the only valid configuration: R3C1=8, R4C1=E, R3C2=9, R3C4=11.
The number in (Row 3, Column 2) is 9."
LRDI,,MOCKCAT24S2_V1_Q2,2,MOCKCAT24S2_V1_Set1_GridNumberPlacement,"A 4x4 grid has sixteen slots. Exactly twelve distinct integers from 1 to 12 (inclusive) must be placed in twelve of these slots. The remaining four slots remain empty (denoted by E). The following rules apply:
1.	In any row, if there are multiple numbers, the numbers placed strictly increase from left to right.
2.	In any column, if there are multiple numbers, the numbers placed strictly increase from top to bottom.
3.	The number 1 is in (Row 1, Column 1). The number 12 is in (Row 4, Column 4).
4.	Row 1 is completely filled with numbers. The sum of numbers in Row 1 is 10.
5.	The number 5 is in (Row 2, Column 1). Slot (R2, C4) is empty. The sum of numbers in Column 1 is 14.
6.	The number 10 is in Column 2 and Row 4. Column 2 is completely filled.
7.	The slot (Row 3, Column 3) is empty. The number 11 is in Row 3.
8.	The sum of numbers in Row 2 is 18.
9.  The sum of numbers in Row 3 is 28.",Which of the following slots is empty?,"(Row 2, Column 2)","(Row 3, Column 4)","(Row 4, Column 1)","(Row 1, Column 4)","(Row 2, Column 2)","(Row 3, Column 4)","(Row 4, Column 1)","(Row 1, Column 4)","(Row 4, Column 1)",MCQ,Logical Reasoning,Grid Puzzle,Moderate,,"constraint satisfaction, slot identification, deduction",False,MOCKCAT24S2_V1_Set1_GridNumberPlacement,,"1.  Following the deductions in the solution for Q1:
    *   (R1,C1) = 1 (Clue 3).
    *   (R2,C1) = 5 (Clue 5).
    *   Sum of numbers in Column 1 is 14 (Clue 5). So, R1C1 + R2C1 + R3C1 + R4C1 = 14 (summing only filled cells).
    *   1 + 5 + R3C1 + R4C1 = 14 => R3C1 + R4C1 = 8 (if both filled).
    *   Clue 2 (numbers in a column increase T-B) means R2C1 < R3C1 (if R3C1 is filled). So 5 < R3C1.
    *   If R3C1 and R4C1 are both filled, then 5 < R3C1 < R4C1 and R3C1 + R4C1 = 8. No two distinct integers satisfy this. Thus, one of R3C1 or R4C1 must be empty, and the other must be 8.
2.  From Step 10 and 11 of Q1 solution, using Clue 9 (Sum of Row 3 = 28), it was uniquely determined that R3C1=8 and (Row 4, Column 1) is Empty (E).
3.  To check other options based on the fully derived grid:
    Grid:
    1  2  3  4
    5  6  7  E
    8  9  E 11
    E 10 E 12
    (R2,C2) = 6. Not empty.
    (R3,C4) = 11. Not empty.
    (R1,C4) = 4. Not empty.
Thus, (Row 4, Column 1) is the empty slot among the options."
LRDI,,MOCKCAT24S2_V1_Q3,3,MOCKCAT24S2_V1_Set1_GridNumberPlacement,"A 4x4 grid has sixteen slots. Exactly twelve distinct integers from 1 to 12 (inclusive) must be placed in twelve of these slots. The remaining four slots remain empty (denoted by E). The following rules apply:
1.	In any row, if there are multiple numbers, the numbers placed strictly increase from left to right.
2.	In any column, if there are multiple numbers, the numbers placed strictly increase from top to bottom.
3.	The number 1 is in (Row 1, Column 1). The number 12 is in (Row 4, Column 4).
4.	Row 1 is completely filled with numbers. The sum of numbers in Row 1 is 10.
5.	The number 5 is in (Row 2, Column 1). Slot (R2, C4) is empty. The sum of numbers in Column 1 is 14.
6.	The number 10 is in Column 2 and Row 4. Column 2 is completely filled.
7.	The slot (Row 3, Column 3) is empty. The number 11 is in Row 3.
8.	The sum of numbers in Row 2 is 18.
9.  The sum of numbers in Row 3 is 28.",What is the sum of numbers in Column 3?,10,13,20,Cannot be determined,10,13,20,Cannot be determined,10,MCQ,Logical Reasoning,Grid Puzzle,Moderate,,"summation, grid completion, numerical reasoning",False,MOCKCAT24S2_V1_Set1_GridNumberPlacement,,"1.  From Q1 solution (Step 2), (R1,C3) = 3.
2.  From Q1 solution (Step 8), (R2,C3) = 7.
3.  From Clue 7, (R3,C3) = E.
4.  The grid has 12 numbers and 4 empty slots. The empty slots determined so far are:
    *   (R2,C4) (Clue 5)
    *   (R4,C1) (Q1 solution, Step 11)
    *   (R3,C3) (Clue 7)
5.  This accounts for 3 empty slots. The fourth empty slot must be (R4,C3), as all other slots are filled by the numbers 1-12.
    The numbers used are {1,2,3,4,5,6,7,8,9,10,11,12}.
    Grid state from Q1 solution:
    Row 1: {1, 2, 3, 4}
    Row 2: {5, 6, 7, E}
    Row 3: {8, 9, E, 11}
    Row 4: {E, 10, R4C3, 12}
    The only remaining slot to be E or filled is R4C3. If it were filled, it would have to be a number not yet used (none left) or violate rules (e.g. >R3C3 if R3C3 was filled, >R4C2). Since R3C3 is E, R4C3 can be filled if a number is available. However, all 12 distinct numbers 1-12 are already placed. This means R4C3 must be the 4th empty slot.
6.  Therefore, Column 3 contains numbers (R1,C3)=3 and (R2,C3)=7. Slots (R3,C3) and (R4,C3) are empty.
    Sum of numbers in Column 3 = 3 + 7 = 10."
LRDI,,MOCKCAT24S2_V1_Q4,4,MOCKCAT24S2_V1_Set1_GridNumberPlacement,"A 4x4 grid has sixteen slots. Exactly twelve distinct integers from 1 to 12 (inclusive) must be placed in twelve of these slots. The remaining four slots remain empty (denoted by E). The following rules apply:
1.	In any row, if there are multiple numbers, the numbers placed strictly increase from left to right.
2.	In any column, if there are multiple numbers, the numbers placed strictly increase from top to bottom.
3.	The number 1 is in (Row 1, Column 1). The number 12 is in (Row 4, Column 4).
4.	Row 1 is completely filled with numbers. The sum of numbers in Row 1 is 10.
5.	The number 5 is in (Row 2, Column 1). Slot (R2, C4) is empty. The sum of numbers in Column 1 is 14.
6.	The number 10 is in Column 2 and Row 4. Column 2 is completely filled.
7.	The slot (Row 3, Column 3) is empty. The number 11 is in Row 3.
8.	The sum of numbers in Row 2 is 18.
9.  The sum of numbers in Row 3 is 28.",How many numbers in the grid are greater than 7?,4,5,6,3,4,5,6,3,5,MCQ,Logical Reasoning,Grid Puzzle,Moderate,,"counting, numerical comparison, grid analysis",False,MOCKCAT24S2_V1_Set1_GridNumberPlacement,,"The grid, as derived from applying all clues sequentially (demonstrated through solutions of Q1-Q3):
Row 1: {1, 2, 3, 4}
Row 2: {5, 6, 7, E}
Row 3: {8, 9, E, 11}
Row 4: {E, 10, E, 12}
The numbers placed are {1,2,3,4,5,6,7,8,9,10,11,12}.
Numbers greater than 7 are: 8, 9, 10, 11, 12. There are 5 such numbers."
LRDI,,MOCKCAT24S2_V1_Q5,5,MOCKCAT24S2_V1_Set1_GridNumberPlacement,"A 4x4 grid has sixteen slots. Exactly twelve distinct integers from 1 to 12 (inclusive) must be placed in twelve of these slots. The remaining four slots remain empty (denoted by E). The following rules apply:
1.	In any row, if there are multiple numbers, the numbers placed strictly increase from left to right.
2.	In any column, if there are multiple numbers, the numbers placed strictly increase from top to bottom.
3.	The number 1 is in (Row 1, Column 1). The number 12 is in (Row 4, Column 4).
4.	Row 1 is completely filled with numbers. The sum of numbers in Row 1 is 10.
5.	The number 5 is in (Row 2, Column 1). Slot (R2, C4) is empty. The sum of numbers in Column 1 is 14.
6.	The number 10 is in Column 2 and Row 4. Column 2 is completely filled.
7.	The slot (Row 3, Column 3) is empty. The number 11 is in Row 3.
8.	The sum of numbers in Row 2 is 18.
9.  The sum of numbers in Row 3 is 28.","Suppose, in the solved grid, the number in (Row 3, Column 4) which was 11 is now changed to 10. To maintain the rule of distinct numbers, the number 10 originally in (Row 4, Column 2) is removed, making (Row 4, Column 2) empty. The number 11 (which was displaced from (Row 3, Column 4)) must now be placed in one of the available empty slots, ensuring all grid rules (L-R increase in rows, T-B increase in columns, 4 empty slots in total) are maintained. Under these new conditions, what is the number in the slot (Row 2, Column 3)?",7,8,9,Cannot be uniquely determined,7,8,9,Cannot be uniquely determined,7,MCQ,Logical Reasoning,Grid Puzzle,Difficult,,"hypothetical reasoning, rule re-application, consistency check",False,MOCKCAT24S2_V1_Set1_GridNumberPlacement,,"The original solved grid (derived using Clues 1-9) is:
Row 1: {1,2,3,4}
Row 2: {5,6,7,E}  --- (R2,C3) is 7.
Row 3: {8,9,E,11}
Row 4: {E,10,E,12}
The empty slots are (R2,C4), (R3,C3), (R4,C1), (R4,C3).

The question posits a hypothetical scenario:
1.  The number in (R3,C4) changes from 11 to 10.
2.  The number 10 originally in (R4,C2) is removed, making (R4,C2) empty.
3.  The displaced number 11 (from R3,C4) must be placed in an available empty slot, maintaining all grid rules (L-R increase in rows, T-B increase in columns, 4 empty slots total).

Let's analyze the grid state after changes 1 and 2, before placing 11:
Row 1: {1,2,3,4} (Unchanged)
Row 2: {5,6,7,E} (Unchanged, (R2,C3) is still 7)
Row 3: {8,9,E,10} (R3C4 is now 10. Row still L-R increasing: 8<9<10)
Row 4: {E, E, E,12} (R4C2 is now E. R4C1 and R4C3 were already E)

The numbers currently on the grid are: 1,2,3,4,5,6,7,8,9,10,12. The number 11 is not on the grid.
The empty slots are:
-   Originally empty: (R2,C4), (R3,C3), (R4,C1), (R4,C3)
-   Newly empty: (R4,C2)
Total 5 empty slots. The number 11 must be placed in one of these, resulting in 4 empty slots.

We need to check where 11 can be placed, satisfying row/column increasing rules:
*   Can 11 go into (R2,C4)? Row 2 would be {5,6,7,11}. This is valid (7<11). Column 4 would be {4,11,10,12}. This is INVALID (11 is not < 10 in C4).
*   Can 11 go into (R3,C3)? Row 3 would be {8,9,11,10}. This is INVALID (11 is not < 10 in R3).
*   Can 11 go into (R4,C1)? Column 1 would be {1,5,8,11}. This is valid (8<11). Row 4 would be {11,E,E,12}. This is valid. If 11 is placed here, (R2,C3) is still 7.
*   Can 11 go into (R4,C3)? Row 4 would be {E,E,11,12}. This is valid (11<12). Column 3 would be {3,7,E,11}. This is valid (7<11). If 11 is placed here, (R2,C3) is still 7.
*   Can 11 go into (R4,C2)? Row 4 would be {E,11,E,12}. This is valid. Column 2 would be {2,6,9,11}. This is valid (9<11). If 11 is placed here, (R2,C3) is still 7.

In all valid possibilities for placing the number 11 ((R4,C1), (R4,C3), or (R4,C2)), the slot (R2,C3) is unaffected by the placement of 11, as it was not empty to begin with and not part of the direct modifications.
Therefore, the number in (Row 2, Column 3) remains 7."
LRDI,,MOCKCAT24S2_V1_Q6,6,MOCKCAT24S2_V1_Set2_InterCityRelayRace,"Four teams (T1, T2, T3, T4) participate in an inter-city relay race starting and finishing at City A, passing through intermediate cities B, C, D, E, F, G, H in sequence unless specified otherwise. The standard leg distances (in km) and standard travel times (in minutes, assuming a standard team speed of 10 km/hr) are as follows:
A-B: 10km (60 min); B-C: 8km (48 min); C-D: 12km (72 min); D-E: 6km (36 min); E-F: 15km (90 min); F-G: 9km (54 min); G-H: 7km (42 min); H-A: 13km (78 min).
The total standard course time is 480 minutes.
Additional Information:
1.	Team T2 followed the standard A-B-C-D-E-F-G-H-A route at standard speed. T2 had mandatory rests of 10 minutes at City C and 10 minutes at City F.
2.	Team T1 was 10% faster than standard speed on legs B-C and E-F (whether traversed B to C, C to B, E to F, or F to E), but standard speed on all other legs it traversed. T1 had a mandatory rest of 15 minutes at City D. T1 completed its race in exactly 481.2 minutes.
3.	Team T4 traveled at standard speed on all legs it traversed. T4 had mandatory rests of 5 minutes each at City B, City D, and City G. If T4 passed through City E, its very next stop had to be City A, reached via the shortest possible path from E to A (which could be E-D-C-B-A or E-F-G-H-A). T4 also completed its race in exactly 513 minutes.
4.	Team T3 was 20% slower than standard speed on leg A-B and 10% faster than standard speed on leg D-E. On all other legs it traversed, it maintained standard speed. T3 had a mandatory rest of 20 minutes at City E. T3 is known to have passed through City C exactly twice, but not on consecutive legs of its journey. T3 completed its race taking 26 minutes more than T2.
(Note: ""Shortest possible path"" implies summing leg times. If a team returns, e.g., F to E, it traverses leg E-F in reverse, taking the time for that leg based on its specific speed conditions for that leg type.)",What was the total time taken by Team T3 for the race?,500 minutes,514 minutes,526 minutes,513 minutes,500 minutes,514 minutes,526 minutes,513 minutes,526 minutes,MCQ,Logical Reasoning,"Games & Tournaments, Pathing",Moderate,,"data interpretation, direct calculation from clues",False,MOCKCAT24S2_V1_Set2_InterCityRelayRace,,"1.	From Info 1, Team T2's total time: Standard route time (480 mins) + Rests at C (10 mins) + Rest at F (10 mins) = 480 + 10 + 10 = 500 minutes.
2.	From Info 4, Team T3's total time = Time for T2 + 26 minutes = 500 + 26 = 526 minutes."
LRDI,,MOCKCAT24S2_V1_Q7,7,MOCKCAT24S2_V1_Set2_InterCityRelayRace,"Four teams (T1, T2, T3, T4) participate in an inter-city relay race starting and finishing at City A, passing through intermediate cities B, C, D, E, F, G, H in sequence unless specified otherwise. The standard leg distances (in km) and standard travel times (in minutes, assuming a standard team speed of 10 km/hr) are as follows:
A-B: 10km (60 min); B-C: 8km (48 min); C-D: 12km (72 min); D-E: 6km (36 min); E-F: 15km (90 min); F-G: 9km (54 min); G-H: 7km (42 min); H-A: 13km (78 min).
The total standard course time is 480 minutes.
Additional Information:
1.	Team T2 followed the standard A-B-C-D-E-F-G-H-A route at standard speed. T2 had mandatory rests of 10 minutes at City C and 10 minutes at City F.
2.	Team T1 was 10% faster than standard speed on legs B-C and E-F (whether traversed B to C, C to B, E to F, or F to E), but standard speed on all other legs it traversed. T1 had a mandatory rest of 15 minutes at City D. T1 completed its race in exactly 481.2 minutes.
3.	Team T4 traveled at standard speed on all legs it traversed. T4 had mandatory rests of 5 minutes each at City B, City D, and City G. If T4 passed through City E, its very next stop had to be City A, reached via the shortest possible path from E to A (which could be E-D-C-B-A or E-F-G-H-A). T4 also completed its race in exactly 513 minutes.
4.	Team T3 was 20% slower than standard speed on leg A-B and 10% faster than standard speed on leg D-E. On all other legs it traversed, it maintained standard speed. T3 had a mandatory rest of 20 minutes at City E. T3 is known to have passed through City C exactly twice, but not on consecutive legs of its journey. T3 completed its race taking 26 minutes more than T2.
(Note: ""Shortest possible path"" implies summing leg times. If a team returns, e.g., F to E, it traverses leg E-F in reverse, taking the time for that leg based on its specific speed conditions for that leg type.)",What was the total travel time (excluding rests) for Team T2?,460 minutes,480 minutes,500 minutes,470 minutes,460 minutes,480 minutes,500 minutes,470 minutes,480 minutes,MCQ,Logical Reasoning,"Games & Tournaments, Pathing",Easy,,"data extraction, definition understanding",False,MOCKCAT24S2_V1_Set2_InterCityRelayRace,,"1.	From Info 1, Team T2 followed the standard A-B-C-D-E-F-G-H-A route at standard speed.
2.	The problem states the total standard course time is 480 minutes. This represents the travel time.
Therefore, the total travel time for T2 (excluding rests) was 480 minutes."
LRDI,,MOCKCAT24S2_V1_Q8,8,MOCKCAT24S2_V1_Set2_InterCityRelayRace,"Four teams (T1, T2, T3, T4) participate in an inter-city relay race starting and finishing at City A, passing through intermediate cities B, C, D, E, F, G, H in sequence unless specified otherwise. The standard leg distances (in km) and standard travel times (in minutes, assuming a standard team speed of 10 km/hr) are as follows:
A-B: 10km (60 min); B-C: 8km (48 min); C-D: 12km (72 min); D-E: 6km (36 min); E-F: 15km (90 min); F-G: 9km (54 min); G-H: 7km (42 min); H-A: 13km (78 min).
The total standard course time is 480 minutes.
Additional Information:
1.	Team T2 followed the standard A-B-C-D-E-F-G-H-A route at standard speed. T2 had mandatory rests of 10 minutes at City C and 10 minutes at City F.
2.	Team T1 was 10% faster than standard speed on legs B-C and E-F (whether traversed B to C, C to B, E to F, or F to E), but standard speed on all other legs it traversed. T1 had a mandatory rest of 15 minutes at City D. T1 completed its race in exactly 481.2 minutes.
3.	Team T4 traveled at standard speed on all legs it traversed. T4 had mandatory rests of 5 minutes each at City B, City D, and City G. If T4 passed through City E, its very next stop had to be City A, reached via the shortest possible path from E to A (which could be E-D-C-B-A or E-F-G-H-A). T4 also completed its race in exactly 513 minutes.
4.	Team T3 was 20% slower than standard speed on leg A-B and 10% faster than standard speed on leg D-E. On all other legs it traversed, it maintained standard speed. T3 had a mandatory rest of 20 minutes at City E. T3 is known to have passed through City C exactly twice, but not on consecutive legs of its journey. T3 completed its race taking 26 minutes more than T2.
(Note: ""Shortest possible path"" implies summing leg times. If a team returns, e.g., F to E, it traverses leg E-F in reverse, taking the time for that leg based on its specific speed conditions for that leg type.)","If Team T1 traversed exactly the same physical route as Team T2 (A-B-C-D-E-F-G-H-A), what would be its total travel time (excluding rests)?",466.2 minutes,480 minutes,450 minutes,471.8 minutes,466.2 minutes,480 minutes,450 minutes,471.8 minutes,466.2 minutes,MCQ,Logical Reasoning,"Games & Tournaments, Pathing",Moderate,,"hypothetical calculation, speed modification, path interpretation",False,MOCKCAT24S2_V1_Set2_InterCityRelayRace,,"The question asks for T1's total travel time if it traversed the same physical route as Team T2 (A-B-C-D-E-F-G-H-A), using T1's speed modifications.
T1's speed modifications (Info 2): 10% faster on legs B-C and E-F. Standard speed on all other legs.
Standard leg times: A-B(60), B-C(48), C-D(72), D-E(36), E-F(90), F-G(54), G-H(42), H-A(78).
T1's time for each leg on the route A-B-C-D-E-F-G-H-A:
•	A-B: 60 min (std)
•	B-C: 48 min * 0.9 = 43.2 min
•	C-D: 72 min (std)
•	D-E: 36 min (std)
•	E-F: 90 min * 0.9 = 81 min
•	F-G: 54 min (std)
•	G-H: 42 min (std)
•	H-A: 78 min (std)
Total travel time for T1 = 60 + 43.2 + 72 + 36 + 81 + 54 + 42 + 78 = 466.2 minutes."
LRDI,,MOCKCAT24S2_V1_Q9,9,MOCKCAT24S2_V1_Set2_InterCityRelayRace,"Four teams (T1, T2, T3, T4) participate in an inter-city relay race starting and finishing at City A, passing through intermediate cities B, C, D, E, F, G, H in sequence unless specified otherwise. The standard leg distances (in km) and standard travel times (in minutes, assuming a standard team speed of 10 km/hr) are as follows:
A-B: 10km (60 min); B-C: 8km (48 min); C-D: 12km (72 min); D-E: 6km (36 min); E-F: 15km (90 min); F-G: 9km (54 min); G-H: 7km (42 min); H-A: 13km (78 min).
The total standard course time is 480 minutes.
Additional Information:
1.	Team T2 followed the standard A-B-C-D-E-F-G-H-A route at standard speed. T2 had mandatory rests of 10 minutes at City C and 10 minutes at City F.
2.	Team T1 was 10% faster than standard speed on legs B-C and E-F (whether traversed B to C, C to B, E to F, or F to E), but standard speed on all other legs it traversed. T1 had a mandatory rest of 15 minutes at City D. T1 completed its race in exactly 481.2 minutes.
3.	Team T4 traveled at standard speed on all legs it traversed. T4 had mandatory rests of 5 minutes each at City B, City D, and City G. If T4 passed through City E, its very next stop had to be City A, reached via the shortest possible path from E to A (which could be E-D-C-B-A or E-F-G-H-A). T4 also completed its race in exactly 513 minutes.
4.	Team T3 was 20% slower than standard speed on leg A-B and 10% faster than standard speed on leg D-E. On all other legs it traversed, it maintained standard speed. T3 had a mandatory rest of 20 minutes at City E. T3 is known to have passed through City C exactly twice, but not on consecutive legs of its journey. T3 completed its race taking 26 minutes more than T2.
(Note: ""Shortest possible path"" implies summing leg times. If a team returns, e.g., F to E, it traverses leg E-F in reverse, taking the time for that leg based on its specific speed conditions for that leg type.)",Team T4’s route involved traversing how many km in total (sum of distances of legs traversed)?,80 km (standard route),More than 80 km,Less than 80 km,Cannot be determined,80 km (standard route),More than 80 km,Less than 80 km,Cannot be determined,More than 80 km,MCQ,Logical Reasoning,"Games & Tournaments, Pathing",Moderate,,"time-distance conversion, comparison with standard, logical deduction",False,MOCKCAT24S2_V1_Set2_InterCityRelayRace,,"1.	From Info 3, Team T4's total race time was 513 minutes.
2.	T4 had mandatory rests of 5 minutes each at City B, City D, and City G, totaling 5 * 3 = 15 minutes of rest.
3.	T4's total travel time = Total race time - Total rest time = 513 - 15 = 498 minutes.
4.	T4 traveled at standard speed (Info 3). The standard speed is 10 km/hr (1 km per 6 minutes).
5.	The standard route (A-B-C-D-E-F-G-H-A) distance is 10+8+12+6+15+9+7+13 = 80 km. The standard travel time for this route is 480 minutes.
6.	Since T4's travel time (498 minutes) is greater than the standard route's travel time (480 minutes), and T4 travels at standard speed, T4 must have covered a distance greater than 80 km.
(Actual distance for T4 = 498 minutes / 6 min/km = 83 km)."
LRDI,,MOCKCAT24S2_V1_Q10,10,MOCKCAT24S2_V1_Set3_EventRegistrations,"A 3-day conference (Day 1, Day 2, Day 3) offers 7 types of passes. The price for each pass type is fixed. The number of passes of each type sold are distinct positive integers.
Pass Types and Prices:
•	Day 1 Only (P1): ₹1000
•	Day 2 Only (P2): ₹1200
•	Day 3 Only (P3): ₹1100
•	Day 1 & Day 2 (P12): ₹2000
•	Day 2 & Day 3 (P23): ₹2100
•	Day 1 & Day 3 (P13): ₹1900
•	All 3 Days (P_All): ₹2800
Additional Information:
1.	The number of attendees on Day 1 was equal to the number of attendees on Day 2. The number of attendees on Day 3 was 140.
2.	The total revenue generated from P_All passes was ₹224,000. The number of P_All passes sold was the highest among all pass types.
3.	The number of P12 passes sold was twice the number of P3 passes sold. The number of P1 passes sold was 50.
4.	Total revenue from all passes combined was ₹536,000.
5.	The number of P13 passes sold was the smallest among all pass types, and was exactly 10.
6.	The number of P2 passes sold was 10 more than the number of P3 passes sold.
(Note: An attendee is counted for a specific day if their pass type grants access on that day.)",How many P23 (Day 2 & Day 3) passes were sold?,10,20,30,40,10,20,30,40,20,MCQ,Data Interpretation,"Multi-variable Data Set, Caselets",Moderate,,"equation solving, system of equations, revenue calculation, attendee calculation",False,MOCKCAT24S2_V1_Set3_EventRegistrations,,"1.	From Info 2, P_All revenue = ₹224,000. P_All price = ₹2800. So, number of P_All passes = 224000 / 2800 = 80.
2.	From Info 3, number of P1 passes = 50.
3.	From Info 5, number of P13 passes = 10.
4.	Let the number of P3 passes be 'x'.
From Info 3, number of P12 passes = 2x.
From Info 6, number of P2 passes = x + 10.
Let the number of P23 passes be 'y'.
5.	Passes sold: P1=50, P2=x+10, P3=x, P12=2x, P23=y, P13=10, P_All=80.
6.	From Info 4, Total Revenue = ₹536,000.
Equation: (50*1000) + ((x+10)*1200) + (x*1100) + (2x*2000) + (y*2100) + (10*1900) + (80*2800) = 536000
50000 + 1200x + 12000 + 1100x + 4000x + 2100y + 19000 + 224000 = 536000
305000 + 6300x + 2100y = 536000
6300x + 2100y = 231000
Dividing by 2100: 3x + y = 110 (Equation 1)
7.	From Info 1, number of attendees on Day 3 = 140.
Attendees on Day 3 = P3 + P13 + P23 + P_All = x + 10 + y + 80 = 140
x + y + 90 = 140
x + y = 50 (Equation 2)
8.	From Equation 2, y = 50 - x. Substitute into Equation 1:
3x + (50 - x) = 110
2x + 50 = 110
2x = 60 => x = 30.
So, P3 = 30.
Then y (P23) = 50 - 30 = 20.
P23 passes sold = 20."
