"SectionName","SectionTimeLimitMinutes","QuestionUniqueID","QuestionNumberInSection","PassageOrSetID","PassageOrSetContent","QuestionPrompt","OptionAText","OptionBText","OptionCText","OptionDText","OptionAValue","OptionBValue","OptionCValue","OptionDValue","CorrectAnswerValue","QuestionType","Topic","SubTopic","DifficultyLevelPredicted","ConceptTested","DetailedTags","IsTITA","SetID","CognitiveSkillLevel","SolutionExplanation"
"Logical Reasoning and Data Interpretation","","Q25","1","Set1_Artifacts","An archaeological team has unearthed five Artifacts (A1, A2, A3, A4, A5) from a newly discovered site. Each artifact belongs to one of three historical Periods: Early (E), Middle (M), or Late (L). The team uses a Carbon Dating process which yields a ""Plausibility Score"" (PS, an integer from 1 to 10) for each artifact being from each period. An artifact is assigned to the period for which it has the highest unique PS. If an artifact has the same highest PS for multiple periods, its period is ""Undetermined"" initially.
Known Information:
•	No two artifacts have the same PS for the same period. (e.g., PS(A1,E) ≠ PS(A2,E)).
•	Each artifact is ultimately assigned to exactly one period (E, M, or L).
•	The sum of PS for A1 across all three periods is 15. PS(A1,E) > PS(A1,M).
•	A2 is from Period M. Its PS(A2,M) is 9. PS(A2,E) is 2 less than PS(A2,L).
•	A3 is from Period L. Its PS(A3,L) = PS(A1,E) + 1. The sum of PS(A3,E) and PS(A3,M) is 10, and PS(A3,E) < PS(A3,M); additionally, both PS(A3,E) and PS(A3,M) are less than PS(A3,L).
•	A4 had an initial ""Undetermined"" status because PS(A4,E) = PS(A4,M). PS(A4,L) was 3 less than this tied score. A4 was later assigned to Period E based on contextual excavation data.
•	A5 is from Period M. PS(A5,M) is 10, which is the highest PS recorded for any artifact in Period M. PS(A5,L) = PS(A4,E) - 2.
•	Exactly two artifacts are from Period E. Exactly one artifact is from Period L. (This implies two are from Period M).
•	The average PS of artifacts assigned to Period E is 7.5.
•	The PS values are integers from 1 to 10.","What is the Plausibility Score of Artifact A1 for Period M (PS(A1,M))?","3","4","5","6","A","B","C","D","B","MCQ","LR","Puzzles: Mathematical / Number-based","Hard","constraint satisfaction, integer properties, multi-variable deduction, case analysis","constraint satisfaction, integer properties, multi-variable deduction, case analysis","False","MockSet_Artifacts_FinalV3","Analysis","The final consistent Plausibility Score table derived from all constraints is:
• A1: E=8, M=4, L=3 (Period E)
• A2: E=6, M=9, L=8 (Period M)
• A3: E=2, M=8, L=9 (Period L)
• A4: E=7, M=7, L=4 (Period E, by contextual data)
• A5: E=1, M=10, L=5 (Period M)

From the table, PS(A1,M) = 4."
"Logical Reasoning and Data Interpretation","","Q26","2","Set1_Artifacts","An archaeological team has unearthed five Artifacts (A1, A2, A3, A4, A5) from a newly discovered site. Each artifact belongs to one of three historical Periods: Early (E), Middle (M), or Late (L). The team uses a Carbon Dating process which yields a ""Plausibility Score"" (PS, an integer from 1 to 10) for each artifact being from each period. An artifact is assigned to the period for which it has the highest unique PS. If an artifact has the same highest PS for multiple periods, its period is ""Undetermined"" initially.
Known Information:
•	No two artifacts have the same PS for the same period. (e.g., PS(A1,E) ≠ PS(A2,E)).
•	Each artifact is ultimately assigned to exactly one period (E, M, or L).
•	The sum of PS for A1 across all three periods is 15. PS(A1,E) > PS(A1,M).
•	A2 is from Period M. Its PS(A2,M) is 9. PS(A2,E) is 2 less than PS(A2,L).
•	A3 is from Period L. Its PS(A3,L) = PS(A1,E) + 1. The sum of PS(A3,E) and PS(A3,M) is 10, and PS(A3,E) < PS(A3,M); additionally, both PS(A3,E) and PS(A3,M) are less than PS(A3,L).
•	A4 had an initial ""Undetermined"" status because PS(A4,E) = PS(A4,M). PS(A4,L) was 3 less than this tied score. A4 was later assigned to Period E based on contextual excavation data.
•	A5 is from Period M. PS(A5,M) is 10, which is the highest PS recorded for any artifact in Period M. PS(A5,L) = PS(A4,E) - 2.
•	Exactly two artifacts are from Period E. Exactly one artifact is from Period L. (This implies two are from Period M).
•	The average PS of artifacts assigned to Period E is 7.5.
•	The PS values are integers from 1 to 10.","Which artifact has the lowest Plausibility Score for Period L among all five artifacts?","A1","A2","A4","A5","A","B","C","D","A","MCQ","LR","Puzzles: Mathematical / Number-based","Hard","constraint satisfaction, comparative analysis, deduction from derived table","constraint satisfaction, comparative analysis, deduction from derived table","False","MockSet_Artifacts_FinalV3","Analysis","Based on the derived table, the Plausibility Scores for Period L are: PS(A1,L)=3, PS(A2,L)=8, PS(A3,L)=9, PS(A4,L)=4, PS(A5,L)=5. The lowest score is 3, which belongs to Artifact A1."
"Logical Reasoning and Data Interpretation","","Q27","3","Set1_Artifacts","An archaeological team has unearthed five Artifacts (A1, A2, A3, A4, A5) from a newly discovered site. Each artifact belongs to one of three historical Periods: Early (E), Middle (M), or Late (L). The team uses a Carbon Dating process which yields a ""Plausibility Score"" (PS, an integer from 1 to 10) for each artifact being from each period. An artifact is assigned to the period for which it has the highest unique PS. If an artifact has the same highest PS for multiple periods, its period is ""Undetermined"" initially.
Known Information:
•	No two artifacts have the same PS for the same period. (e.g., PS(A1,E) ≠ PS(A2,E)).
•	Each artifact is ultimately assigned to exactly one period (E, M, or L).
•	The sum of PS for A1 across all three periods is 15. PS(A1,E) > PS(A1,M).
•	A2 is from Period M. Its PS(A2,M) is 9. PS(A2,E) is 2 less than PS(A2,L).
•	A3 is from Period L. Its PS(A3,L) = PS(A1,E) + 1. The sum of PS(A3,E) and PS(A3,M) is 10, and PS(A3,E) < PS(A3,M); additionally, both PS(A3,E) and PS(A3,M) are less than PS(A3,L).
•	A4 had an initial ""Undetermined"" status because PS(A4,E) = PS(A4,M). PS(A4,L) was 3 less than this tied score. A4 was later assigned to Period E based on contextual excavation data.
•	A5 is from Period M. PS(A5,M) is 10, which is the highest PS recorded for any artifact in Period M. PS(A5,L) = PS(A4,E) - 2.
•	Exactly two artifacts are from Period E. Exactly one artifact is from Period L. (This implies two are from Period M).
•	The average PS of artifacts assigned to Period E is 7.5.
•	The PS values are integers from 1 to 10.","What is the sum of the Plausibility Scores for Artifact A5 across all three periods?","16","17","18","19","A","B","C","D","A","MCQ","LR","Puzzles: Mathematical / Number-based","Hard","constraint satisfaction, summation, multi-step deduction, uniqueness constraints","constraint satisfaction, summation, multi-step deduction, uniqueness constraints","False","MockSet_Artifacts_FinalV3","Analysis","For Artifact A5, the scores from the derived table are PS(A5,E)=1, PS(A5,M)=10, PS(A5,L)=5. The sum is 1 + 10 + 5 = 16."
"Logical Reasoning and Data Interpretation","","Q28","4","Set1_Artifacts","An archaeological team has unearthed five Artifacts (A1, A2, A3, A4, A5) from a newly discovered site. Each artifact belongs to one of three historical Periods: Early (E), Middle (M), or Late (L). The team uses a Carbon Dating process which yields a ""Plausibility Score"" (PS, an integer from 1 to 10) for each artifact being from each period. An artifact is assigned to the period for which it has the highest unique PS. If an artifact has the same highest PS for multiple periods, its period is ""Undetermined"" initially.
Known Information:
•	No two artifacts have the same PS for the same period. (e.g., PS(A1,E) ≠ PS(A2,E)).
•	Each artifact is ultimately assigned to exactly one period (E, M, or L).
•	The sum of PS for A1 across all three periods is 15. PS(A1,E) > PS(A1,M).
•	A2 is from Period M. Its PS(A2,M) is 9. PS(A2,E) is 2 less than PS(A2,L).
•	A3 is from Period L. Its PS(A3,L) = PS(A1,E) + 1. The sum of PS(A3,E) and PS(A3,M) is 10, and PS(A3,E) < PS(A3,M); additionally, both PS(A3,E) and PS(A3,M) are less than PS(A3,L).
•	A4 had an initial ""Undetermined"" status because PS(A4,E) = PS(A4,M). PS(A4,L) was 3 less than this tied score. A4 was later assigned to Period E based on contextual excavation data.
•	A5 is from Period M. PS(A5,M) is 10, which is the highest PS recorded for any artifact in Period M. PS(A5,L) = PS(A4,E) - 2.
•	Exactly two artifacts are from Period E. Exactly one artifact is from Period L. (This implies two are from Period M).
•	The average PS of artifacts assigned to Period E is 7.5.
•	The PS values are integers from 1 to 10.","What is the Plausibility Score of Artifact A4 for Period L (PS(A4,L))?","2","3","4","5","A","B","C","D","C","MCQ","LR","Puzzles: Mathematical / Number-based","Hard","constraint satisfaction, direct deduction from established scenario","constraint satisfaction, direct deduction from established scenario","False","MockSet_Artifacts_FinalV3","Analysis","From the derived table, PS(A4,L) = 4."
"Logical Reasoning and Data Interpretation","","Q29","5","Set1_Artifacts","An archaeological team has unearthed five Artifacts (A1, A2, A3, A4, A5) from a newly discovered site. Each artifact belongs to one of three historical Periods: Early (E), Middle (M), or Late (L). The team uses a Carbon Dating process which yields a ""Plausibility Score"" (PS, an integer from 1 to 10) for each artifact being from each period. An artifact is assigned to the period for which it has the highest unique PS. If an artifact has the same highest PS for multiple periods, its period is ""Undetermined"" initially.
Known Information:
•	No two artifacts have the same PS for the same period. (e.g., PS(A1,E) ≠ PS(A2,E)).
•	Each artifact is ultimately assigned to exactly one period (E, M, or L).
•	The sum of PS for A1 across all three periods is 15. PS(A1,E) > PS(A1,M).
•	A2 is from Period M. Its PS(A2,M) is 9. PS(A2,E) is 2 less than PS(A2,L).
•	A3 is from Period L. Its PS(A3,L) = PS(A1,E) + 1. The sum of PS(A3,E) and PS(A3,M) is 10, and PS(A3,E) < PS(A3,M); additionally, both PS(A3,E) and PS(A3,M) are less than PS(A3,L).
•	A4 had an initial ""Undetermined"" status because PS(A4,E) = PS(A4,M). PS(A4,L) was 3 less than this tied score. A4 was later assigned to Period E based on contextual excavation data.
•	A5 is from Period M. PS(A5,M) is 10, which is the highest PS recorded for any artifact in Period M. PS(A5,L) = PS(A4,E) - 2.
•	Exactly two artifacts are from Period E. Exactly one artifact is from Period L. (This implies two are from Period M).
•	The average PS of artifacts assigned to Period E is 7.5.
•	The PS values are integers from 1 to 10.","If, due to recalibration, PS(A2,L) were to become 7 (all other initial scores remaining the same, and Constraint 1 still holds for all L-scores), what would be the new assigned period for Artifact A2?","Early (E)","Middle (M)","Late (L)","Undetermined","A","B","C","D","B","MCQ","LR","Puzzles: Mathematical / Number-based","Hard","conditional logic, impact analysis, consistency check under new conditions","conditional logic, impact analysis, consistency check under new conditions","False","MockSet_Artifacts_FinalV3","Evaluation","Original A2 scores: PS(A2,E)=6, PS(A2,M)=9, PS(A2,L)=8. A2 is assigned to Period M.
If PS(A2,L) becomes 7, then PS(A2,E) (which is 2 less than PS(A2,L)) becomes 7-2=5.
The new Plausibility Scores for Artifact A2 are: PS(A2,E)=5, PS(A2,M)=9 (unchanged), PS(A2,L)=7.
The highest unique PS is 9 for Period M. Thus, A2 is still assigned to Period M.
This change does not violate distinctness constraints for E-scores {8,5,2,7,1} or L-scores {3,7,9,4,5}."
"Logical Reasoning and Data Interpretation","","Q30","6","Set2_Logistics","A company transports goods from a central Warehouse (W) to three Distribution Centers (DC1, DC2, DC3) using two types of Trucks: Type A (capacity 10 tons) and Type B (capacity 15 tons). The goods are then moved from DCs to Retail Hubs (R1, R2, R3, R4, R5) using smaller Vans (capacity 5 tons).
Network and Flow Data for a Specific Day:
•	Total goods dispatched from W: 300 tons.
•	All trucks departing W were fully loaded.
•	DC1 received goods only from Type A trucks. DC2 received goods only from Type B trucks. DC3 received goods from both Type A and Type B trucks.
•	The number of Type A trucks that went to DC3 was equal to the number of Type B trucks that went to DC3.
•	Total goods received by DC1 was 80 tons.
•	Goods flow from DCs to Retail Hubs:
o	DC1 supplies only R1 and R2. All goods received by DC1 are distributed equally between R1 and R2.
o	DC2 supplies only R3 and R4. Goods sent to R3 from DC2 were 30 tons more than goods sent to R4 from DC2.
o	DC3 supplies only R5. All goods received by DC3 are sent to R5.
•	All vans used for transport from DCs to Retail Hubs were fully loaded.
•	The number of van trips from DC2 to R3 was equal to the number of van trips from DC1 to R1.
•	Total goods received by R5 (and thus by DC3) were 100 tons.","How many Type B trucks departed from the Warehouse (W) in total?","8","10","12","14","A","B","C","D","C","MCQ","DI","Caselets / Paragraph DI","Medium","multi-step calculation, flow analysis, integer constraints, system of equations","multi-step calculation, flow analysis, integer constraints, system of equations","False","MockSet_Logistics_FinalV3","Analysis","Summary of Derived Values:
• DC1 received 80 tons (via 8 Type A trucks).
• DC3 received 100 tons. Since N(A_DC3)=N(B_DC3)=k, then 10k+15k=100 => 25k=100 => k=4. So, 4 Type A and 4 Type B trucks went to DC3.
• Total goods = 300 tons. DC2 received 300 - DC1(80) - DC3(100) = 120 tons.
• DC2 received goods only from Type B trucks, so number of Type B trucks to DC2 = 120 / 15 = 8 trucks.

Total Type B trucks = (Trucks to DC2) + (Trucks to DC3) = 8 + 4 = 12."
"Logical Reasoning and Data Interpretation","","Q31","7","Set2_Logistics","A company transports goods from a central Warehouse (W) to three Distribution Centers (DC1, DC2, DC3) using two types of Trucks: Type A (capacity 10 tons) and Type B (capacity 15 tons). The goods are then moved from DCs to Retail Hubs (R1, R2, R3, R4, R5) using smaller Vans (capacity 5 tons).
Network and Flow Data for a Specific Day:
•	Total goods dispatched from W: 300 tons.
•	All trucks departing W were fully loaded.
•	DC1 received goods only from Type A trucks. DC2 received goods only from Type B trucks. DC3 received goods from both Type A and Type B trucks.
•	The number of Type A trucks that went to DC3 was equal to the number of Type B trucks that went to DC3.
•	Total goods received by DC1 was 80 tons.
•	Goods flow from DCs to Retail Hubs:
o	DC1 supplies only R1 and R2. All goods received by DC1 are distributed equally between R1 and R2.
o	DC2 supplies only R3 and R4. Goods sent to R3 from DC2 were 30 tons more than goods sent to R4 from DC2.
o	DC3 supplies only R5. All goods received by DC3 are sent to R5.
•	All vans used for transport from DCs to Retail Hubs were fully loaded.
•	The number of van trips from DC2 to R3 was equal to the number of van trips from DC1 to R1.
•	Total goods received by R5 (and thus by DC3) were 100 tons.","What was the total quantity of goods (in tons) received by DC2?","90","100","120","150","A","B","C","D","C","MCQ","DI","Caselets / Paragraph DI","Medium","data consistency, flow balance, deduction from totals","data consistency, flow balance, deduction from totals","False","MockSet_Logistics_FinalV3","Analysis","Total goods dispatched from W = 300 tons. Goods to DC1 = 80 tons. Goods to DC3 = 100 tons. The remaining goods must have gone to DC2. 
Goods to DC2 = 300 - 80 - 100 = 120 tons."
"Logical Reasoning and Data Interpretation","","Q32","8","Set2_Logistics","A company transports goods from a central Warehouse (W) to three Distribution Centers (DC1, DC2, DC3) using two types of Trucks: Type A (capacity 10 tons) and Type B (capacity 15 tons). The goods are then moved from DCs to Retail Hubs (R1, R2, R3, R4, R5) using smaller Vans (capacity 5 tons).
Network and Flow Data for a Specific Day:
•	Total goods dispatched from W: 300 tons.
•	All trucks departing W were fully loaded.
•	DC1 received goods only from Type A trucks. DC2 received goods only from Type B trucks. DC3 received goods from both Type A and Type B trucks.
•	The number of Type A trucks that went to DC3 was equal to the number of Type B trucks that went to DC3.
•	Total goods received by DC1 was 80 tons.
•	Goods flow from DCs to Retail Hubs:
o	DC1 supplies only R1 and R2. All goods received by DC1 are distributed equally between R1 and R2.
o	DC2 supplies only R3 and R4. Goods sent to R3 from DC2 were 30 tons more than goods sent to R4 from DC2.
o	DC3 supplies only R5. All goods received by DC3 are sent to R5.
•	All vans used for transport from DCs to Retail Hubs were fully loaded.
•	The number of van trips from DC2 to R3 was equal to the number of van trips from DC1 to R1.
•	Total goods received by R5 (and thus by DC3) were 100 tons.","How many van trips were made from DC2 to R4?","2","6","9","12","A","B","C","D","A","MCQ","DI","Caselets / Paragraph DI","Medium","linked constraints, unit conversion, logical deduction chain","linked constraints, unit conversion, logical deduction chain","False","MockSet_Logistics_FinalV3","Analysis","1. DC1 received 80 tons and sent goods equally to R1 and R2, so 40 tons to R1.
2. Van trips from DC1 to R1 = 40 tons / 5 tons/trip = 8 trips.
3. Van trips from DC2 to R3 = Van trips from DC1 to R1 = 8 trips.
4. Goods sent from DC2 to R3 = 8 trips * 5 tons/trip = 40 tons.
5. Goods to R3 (40 tons) were 30 tons more than goods to R4. So, Goods to R4 = 40 - 30 = 10 tons.
6. Van trips from DC2 to R4 = 10 tons / 5 tons/trip = 2 trips."
"Logical Reasoning and Data Interpretation","","Q33","9","Set2_Logistics","A company transports goods from a central Warehouse (W) to three Distribution Centers (DC1, DC2, DC3) using two types of Trucks: Type A (capacity 10 tons) and Type B (capacity 15 tons). The goods are then moved from DCs to Retail Hubs (R1, R2, R3, R4, R5) using smaller Vans (capacity 5 tons).
Network and Flow Data for a Specific Day:
•	Total goods dispatched from W: 300 tons.
•	All trucks departing W were fully loaded.
•	DC1 received goods only from Type A trucks. DC2 received goods only from Type B trucks. DC3 received goods from both Type A and Type B trucks.
•	The number of Type A trucks that went to DC3 was equal to the number of Type B trucks that went to DC3.
•	Total goods received by DC1 was 80 tons.
•	Goods flow from DCs to Retail Hubs:
o	DC1 supplies only R1 and R2. All goods received by DC1 are distributed equally between R1 and R2.
o	DC2 supplies only R3 and R4. Goods sent to R3 from DC2 were 30 tons more than goods sent to R4 from DC2.
o	DC3 supplies only R5. All goods received by DC3 are sent to R5.
•	All vans used for transport from DCs to Retail Hubs were fully loaded.
•	The number of van trips from DC2 to R3 was equal to the number of van trips from DC1 to R1.
•	Total goods received by R5 (and thus by DC3) were 100 tons.","What is the absolute difference between the total number of Type A trucks and Type B trucks used for dispatches from W?","0","2","4","6","A","B","C","D","A","MCQ","DI","Caselets / Paragraph DI","Medium","aggregate calculation, comparative analysis from derived values","aggregate calculation, comparative analysis from derived values","False","MockSet_Logistics_FinalV3","Analysis","• Total Type A trucks = (Trucks to DC1) + (Trucks to DC3) = (80 tons / 10) + 4 = 8 + 4 = 12 trucks.
• Total Type B trucks = (Trucks to DC2) + (Trucks to DC3) = (120 tons / 15) + 4 = 8 + 4 = 12 trucks.
• The absolute difference = |12 - 12| = 0."
"Logical Reasoning and Data Interpretation","","Q34","10","Set3_TeamEval","Four project teams (Alpha, Beta, Gamma, Delta) were evaluated on three criteria: Innovation (I), Timeliness (T), and Cost-Effectiveness (C). Each criterion was scored on a scale of 1 to 5 (integers only). An Overall Performance Score (OPS) was calculated using weights: OPS = wII + wTT + wC*C. The weights (wI, wT, wC) are distinct values from the set {0.2, 0.3, 0.5}.
Known Information:
•	No two teams had the same score on any single criterion.
•	Team Alpha's OPS was 3.8. Alpha scored 5 in Innovation and 3 in Timeliness.
•	Team Beta scored 4 in Innovation and 2 in Cost-Effectiveness. Beta's OPS was 3.6.
•	Team Gamma scored 1 in Timeliness. Gamma's score in Cost-Effectiveness was 2 points higher than its score in Innovation. Gamma's OPS was 2.4.
•	Team Delta scored 3 in Cost-Effectiveness. Delta's score in Innovation was equal to its score in Timeliness.
•	The weight for Innovation (wI) was less than the weight for Timeliness (wT).
•	The sum of scores for all teams in the Timeliness criterion was 10.","What is the weight for Cost-Effectiveness (wC)?","0.2","0.3","0.5","Cannot be determined","A","B","C","D","A","MCQ","LR","Puzzles: Mathematical / Number-based","Hard","weighted average, system of equations, constraint satisfaction, elimination of cases","weighted average, system of equations, constraint satisfaction, elimination of cases","False","MockSet_TeamEval_FinalV3","Analysis","The weight for Cost-Effectiveness (wC) is 0.2. 
Derivation:
• Weights (wI, wT, wC) are distinct values from {0.2, 0.3, 0.5}. We also know wI < wT.
• Alpha's data: 3.8 = wI*I_A + wT*T_A + wC*C_A. We are given I_A=5, T_A=3. So, 3.8 = 5*wI + 3*wT + C_A*wC. C_A is an integer from 1 to 5.
• The only combination of weights that satisfies wI < wT is {wI=0.3, wT=0.5, wC=0.2}.
• Let's test this: 3.8 = 5(0.3) + 3(0.5) + C_A(0.2) = 1.5 + 1.5 + 0.2*C_A = 3.0 + 0.2*C_A.
• This gives 0.8 = 0.2*C_A, which means C_A = 4. This is a valid integer score.
• Thus, the weights must be wI=0.3, wT=0.5, wC=0.2. The weight for Cost-Effectiveness (wC) is 0.2."
