SectionName,SectionTimeLimitMinutes,QuestionUniqueID,QuestionNumberInSection,PassageOrSetID,PassageOrSetContent,QuestionPrompt,OptionAText,OptionBText,OptionCText,OptionDText,OptionAValue,OptionBValue,OptionCValue,OptionDValue,CorrectAnswerValue,QuestionType,Topic,SubTopic,DifficultyLevelPredicted,ConceptTested,DetailedTags,IsTITA,SetID,CognitiveSkillLevel,SolutionExplanation
Quantitative Aptitude,,100000001,1,,,"The cost of producing a batch of custom-made widgets is Rs. (A + Bx + C/x²), where x is the number of widgets in the batch, and A, B, C are constants. If the cost of producing 10 widgets is Rs. 2400, for 20 widgets is Rs. 1700, and for 40 widgets is Rs. 2400, what is the fixed component 'A' of the cost?",Rs. 200,Rs. 250,Rs. 300,Rs. 350,A,B,C,D,C,MCQ,Arithmetic,"Ratio, Proportion & Variation",Hard,"Ratio, Proportion & Variation","Variation_SumDifference_VaryingDifferently_SystemOfEq, CostFunction_FixedVariableAdditional",FALSE,MockSet_CAT_Adv4_Final_CleanV2,,"Let the cost function be C(x) = A + Bx + C/x².
From the given data:
1. For x=10, C(10) = A + 10B + C/100 = 2400
2. For x=20, C(20) = A + 20B + C/400 = 1700
3. For x=40, C(40) = A + 40B + C/1600 = 2400

Subtracting equation (2) from (1):
(A + 10B + C/100) - (A + 20B + C/400) = 2400 - 1700
-10B + (C/100 - C/400) = 700
-10B + 3C/400 = 700 (4)

Subtracting equation (3) from (2):
(A + 20B + C/400) - (A + 40B + C/1600) = 1700 - 2400
-20B + (C/400 - C/1600) = -700
-20B + 3C/1600 = -700 (5)

Multiply equation (4) by 2:
-20B + 6C/400 = 1400 => -20B + 3C/200 = 1400 (4')

Subtract equation (5) from (4'):
(-20B + 3C/200) - (-20B + 3C/1600) = 1400 - (-700)
3C/200 - 3C/1600 = 2100
(24C - 3C)/1600 = 2100
21C/1600 = 2100 => C = 160000.

Substitute C=160000 into equation (4):
-10B + 3(160000)/400 = 700
-10B + 3(400) = 700 => -10B + 1200 = 700 => -10B = -500 => B = 50.

Substitute B=50 and C=160000 into equation (1):
A + 10(50) + 160000/100 = 2400
A + 500 + 1600 = 2400 => A + 2100 = 2400 => A = 300.
The fixed component 'A' is Rs. 300.
The correct option is (C)."
Quantitative Aptitude,,100000002,2,,,"In triangle PQR, S is a point on QR such that PS is the angle bisector of ∠P. If PQ = 6 cm, PR = 9 cm, and QR = 10 cm, find the value of PS².",,,,,,,,,30,TITA,Geometry,"Triangles (Properties, Congruence, Similarity)",Medium,"Triangles (Properties, Congruence, Similarity)","Triangle_AngleBisector_LengthFormula, BasicProperties",TRUE,MockSet_CAT_Adv4_Final_CleanV2,,"PQ = 6 cm, PR = 9 cm, QR = 10 cm. PS is the angle bisector.
By Angle Bisector Theorem, QS/SR = PQ/PR = 6/9 = 2/3.
Since QS + SR = QR = 10 cm:
QS = (2/(2+3)) * 10 = (2/5) * 10 = 4 cm.
SR = (3/(2+3)) * 10 = (3/5) * 10 = 6 cm.
Length of angle bisector PS² = PQ * PR - QS * SR.
PS² = (6 cm) * (9 cm) - (4 cm) * (6 cm)
PS² = 54 - 24 = 30 cm².
Answer: 30."
Quantitative Aptitude,,100000003,3,,,"A sum of money is lent at compound interest, compounded annually. The interest for the second year is Rs. 1320 and the interest for the third year is Rs. 1452. If an additional Rs. 5000 was added to the principal at the start of the fourth year, what would be the compound interest for the fourth year?",Rs. 2102.20,Rs. 2157.20,Rs. 2202.20,Rs. 2097.20,A,B,C,D,D,MCQ,Arithmetic,Compound Interest,Hard,Compound Interest,"CI_Ratio_SuccessiveYearsInterest, CI_PrincipalChange_MidTerm",FALSE,MockSet_CAT_Adv4_Final_CleanV2,,"Let Principal = P, Rate = R.
Interest for 2nd year = P(1+R)R = 1320.
Interest for 3rd year = P(1+R)²R = 1452.
Dividing these: (1+R) = 1452/1320 = 1.1. So R = 0.1 = 10%.
Substitute R=0.1 in P(1+R)R = 1320: P(1.1)(0.1) = 1320 => 0.11P = 1320 => P = 12000.
Amount at end of 3rd year = P(1+R)³ = 12000(1.1)³ = 12000(1.331) = 15972.
Principal for 4th year (P_4_start) = Amount at end of 3rd year + 5000 = 15972 + 5000 = 20972.
Compound interest for 4th year = P_4_start × R = 20972 × 0.1 = 2097.20.
The correct option is (D)."
Quantitative Aptitude,,100000004,4,,,"Two friends, A and B, simultaneously start running from the same point on a circular track of length 1200m. A runs at 8 m/s and B runs at 5 m/s. If they run in the same direction, after how much time will A be exactly 300m ahead of B for the second time?",100 seconds,150 seconds,200 seconds,500 seconds,A,B,C,D,D,MCQ,Arithmetic,"Time, Speed & Distance (General)",Medium,"Time, Speed & Distance (General)","CircularMotion_RaceLaps_NumberOfMeetings, RelativeSpeed_SameDirection, RelativeDistanceGain",FALSE,MockSet_CAT_Adv4_Final_CleanV2,,"Let L be track length (1200m). S_A=8m/s, S_B=5m/s. Same direction.
Relative speed S_rel = S_A - S_B = 8-5 = 3 m/s.
For A to be 300m ahead of B for the first time, A must gain 300m on B.
Time t₁ = 300 / S_rel = 300 / 3 = 100 seconds.
For A to be 300m ahead of B for the second time, A must have gained a full lap (1200m) relative to B from the point they were first 300m apart.
The total distance gained by A on B from the start is 300m (for the first time) + 1200m (for the second time) = 1500m.
Time t₂ = Total distance gained / S_rel = 1500 / 3 = 500 seconds.
The correct option is (D)."
Quantitative Aptitude,,100000005,5,,,"An 80-litre mixture contains liquids A and B in the ratio 5:3. When 24 litres of this mixture is drawn off, it is replaced with 24 litres of liquid B. Then, 'x' litres of this new mixture is drawn off and replaced with 'x' litres of liquid A. If the final quantity of liquid A in the (still 80-litre) mixture is 44 litres, find the integer value of 'x'.",,,,,,,,,16,TITA,Arithmetic,Mixtures & Alligations,Hard,Mixtures & Alligations,"RemovalReplacement_MultiStage_DifferentQuantities, RemovalReplacement_MultiStage_DifferentReplacements, SystemOfLinearEquations",TRUE,MockSet_CAT_Adv4_Final_CleanV2,,"Initial mixture: 80L. A:B = 5:3.
Initial A = (5/8) * 80 = 50 L. Initial B = (3/8) * 80 = 30 L.

Step 1: 24L of mixture is drawn off.
A removed = (5/8) * 24 = 15 L. B removed = (3/8) * 24 = 9 L.
Remaining A = 50 - 15 = 35 L. Remaining B = 30 - 9 = 21 L.

Step 2: 24L of liquid B is added.
New A = 35 L. New B = 21 + 24 = 45 L. Total volume = 35 + 45 = 80 L.
Concentration of A = 35/80 = 7/16.

Step 3: 'x' litres of new mixture is drawn off and replaced with 'x' litres of liquid A.
The final amount of A is given by:
Final A = (Amount of A before operation) - (Amount of A removed) + (Amount of A added)
44 = 35 - (Concentration of A * x) + x
44 = 35 - (7/16 * x) + x
9 = x * (1 - 7/16)
9 = x * (9/16)
x = 16.
Answer: 16."
Quantitative Aptitude,,100000006,6,,,Let f(x) be a function such that `f(x) + 2f(1/x) = 3x` for all x ≠ 0. Find the value of `f(2)`.,-1,1,2,3-May,A,B,C,D,A,MCQ,Algebra,"Functions (Domain, Range, Types, Graphs, Inverse)",Hard,"Functions (Domain, Range, Types, Graphs, Inverse)","Function_Evaluation_AlgebraicInput_f(g(x)), FunctionalEquation_SubstitutionMethod, ReciprocalProperty",FALSE,MockSet_CAT_Adv4_Final_CleanV2,,"Given `f(x) + 2f(1/x) = 3x`. (1)
We need to find f(2). Substitute x=2 into (1):
`f(2) + 2f(1/2) = 3(2) = 6`. (A)
To create a system of equations, substitute x=1/2 into (1):
`f(1/2) + 2f(2) = 3(1/2) = 3/2`. (B)
Multiply equation (B) by 2:
`2f(1/2) + 4f(2) = 3`. (C)
Subtract equation (A) from equation (C):
`(2f(1/2) + 4f(2)) - (f(2) + 2f(1/2)) = 3 - 6`
`3f(2) = -3`
`f(2) = -1`.
The correct option is (A)."
Quantitative Aptitude,,100000007,7,,,"In triangle ABC, AB = 10 cm, AC = 12 cm, and BC = 14 cm. A point D is taken on BC such that BD:DC = 2:5. A point E is taken on AD such that AE:ED = 3:4. If the line CE is extended to intersect AB at F, what is the ratio AF:FB?","""3:7""","""8:27""","""9:20""","""15:28""",A,B,C,D,D,MCQ,Geometry,"Triangles (Properties, Congruence, Similarity)",Hard,"Triangles (Properties, Congruence, Similarity)","Triangle_AreaRatio_MultipleCevians, MenelausTheorem_Application, MassPointGeometry",FALSE,MockSet_CAT_Adv4_Final_CleanV2,,"Using Mass Point Geometry:
D on BC, BD:DC = 2:5. Place mass m_B at B, m_C at C.
m_B * BD = m_C * DC => m_B * 2 = m_C * 5 => m_B/m_C = 5/2.
Let m_B = 5k, m_C = 2k. Mass at D, m_D = m_B + m_C = 7k.
E on AD, AE:ED = 3:4.
Place mass m_A at A. m_A * AE = m_D * ED => m_A * 3 = (7k) * 4 => m_A = 28k/3.
Line CE (extended) intersects AB at F. F is the center of mass of (A, m_A) and (B, m_B).
AF:FB = m_B : m_A = 5k : (28k/3) = 5 : 28/3 = 15 : 28.
The correct option is (D)."
Quantitative Aptitude,,100000008,8,,,"Find the smallest natural number N such that N leaves a remainder of 3 when divided by 7, N leaves a remainder of 5 when divided by 9, and N leaves a remainder of 8 when divided by 11.",,,,,,,,,437,TITA,Number System,Remainders (incl. Remainder Theorem),Medium,Remainders (incl. Remainder Theorem),"Divisibility_WithRemainders_LCM_CRT_Implicit, SmallestNumber_SatisfyingConditions",TRUE,MockSet_CAT_Adv4_Final_CleanV2,,"N ≡ 3 (mod 7)
N ≡ 5 (mod 9)
N ≡ 8 (mod 11)
From the first congruence, N = 7a + 3.
Substitute into the second: 7a + 3 ≡ 5 (mod 9) => 7a ≡ 2 (mod 9).
Multiply by 4 (inverse of 7 mod 9): 28a ≡ 8 (mod 9) => a ≡ 8 (mod 9).
So a = 9k + 8.
N = 7(9k + 8) + 3 = 63k + 56 + 3 = 63k + 59.
Substitute into the third congruence: 63k + 59 ≡ 8 (mod 11).
(55k + 8k) + (55 + 4) ≡ 8 (mod 11)
8k + 4 ≡ 8 (mod 11) => 8k ≡ 4 (mod 11).
Multiply by 7 (inverse of 8 mod 11): 56k ≡ 28 (mod 11) => k ≡ 6 (mod 11).
Smallest non-negative k is 6.
N = 63(6) + 59 = 378 + 59 = 437.
Answer: 437."
Quantitative Aptitude,,100000009,9,,,"A man can row a boat 30 km upstream and 44 km downstream in 10 hours. He can also row 40 km upstream and 55 km downstream in 13 hours. If he rows the same boat in a river flowing at twice its original speed, how long will it take him to row 60 km upstream?",10 hours,12 hours,15 hours,30 hours,A,B,C,D,D,MCQ,Arithmetic,"Time, Speed & Distance (Boats & Streams)",Hard,"Time, Speed & Distance (Boats & Streams)","BoatsStreams_UpstreamDownstream_SystemOfEquations, BoatsStreams_StreamSpeedChange_Impact",FALSE,MockSet_CAT_Adv4_Final_CleanV2,,"Let u be speed of boat in still water, v be speed of stream.
Upstream speed = u-v. Downstream speed = u+v.
Eq 1: 30/(u-v) + 44/(u+v) = 10
Eq 2: 40/(u-v) + 55/(u+v) = 13
Let X = 1/(u-v), Y = 1/(u+v).
30X + 44Y = 10 (1')
40X + 55Y = 13 (2')
Multiply (1') by 4: 120X + 176Y = 40
Multiply (2') by 3: 120X + 165Y = 39
Subtracting: (176-165)Y = 1 => 11Y = 1 => Y = 1/11. So u+v = 11.
Substitute Y=1/11 into 30X + 44Y = 10:
30X + 44(1/11) = 10 => 30X + 4 = 10 => 30X = 6 => X = 1/5. So u-v = 5.
Solving u+v=11 and u-v=5:
2u = 16 => u = 8 km/hr.
2v = 6 => v = 3 km/hr.
New stream speed v' = 2v = 2*3 = 6 km/hr.
Time to row 60 km upstream with new stream speed:
Time = Distance / (u-v') = 60 / (8-6) = 60 / 2 = 30 hours.
The correct option is (D)."
Quantitative Aptitude,,100000010,10,,,"In a survey of a town, it was found that 60% of the households subscribe to Newspaper A, 55% subscribe to Newspaper B, and 40% subscribe to Newspaper C. It was also found that 30% subscribe to both A and B, 25% to both B and C, and 20% to both A and C. If 15% of households subscribe to all three newspapers, and 300 households subscribe to none of these newspapers, what is the total number of households in the town?",2000,2500,3000,6000,A,B,C,D,D,MCQ,Modern Maths,Set Theory & Venn Diagrams,Medium,Set Theory & Venn Diagrams,"Percentage_VennDiagram_3Set, InclusionExclusionPrinciple, PopulationSegmentation",FALSE,MockSet_CAT_Adv4_Final_CleanV2,,"P(A)=0.6, P(B)=0.55, P(C)=0.4.
P(A∩B)=0.3, P(B∩C)=0.25, P(A∩C)=0.2. P(A∩B∩C)=0.15.
P(A∪B∪C) = P(A)+P(B)+P(C) - P(A∩B)-P(B∩C)-P(A∩C) + P(A∩B∩C)
= 0.6 + 0.55 + 0.4 - 0.3 - 0.25 - 0.2 + 0.15
= 1.55 - 0.75 + 0.15 = 0.80 + 0.15 = 0.95.
This means 95% of households subscribe to at least one newspaper.
Households subscribing to none = 100% - 95% = 5%.
Given 5% of Total Households = 300.
Total Households = 300 / 0.05 = 300 × 20 = 6000.
The correct option is (D)."
