SectionName,SectionTimeLimitMinutes,QuestionUniqueID,QuestionNumberInSection,PassageOrSetID,PassageOrSetContent,QuestionPrompt,OptionAText,OptionBText,OptionCText,OptionDText,OptionAValue,OptionBValue,OptionCValue,OptionDValue,CorrectAnswerValue,QuestionType,Topic,SubTopic,DifficultyLevelPredicted,ConceptTested,DetailedTags,IsTITA,SetID,CognitiveSkillLevel,SolutionExplanation
Logical Reasoning and Data Interpretation,40,MOCKTEST001_S1_Q1,1,MOCKCATPREP001_Set1_HockeyGoals,"Four players – Aryan, Bhuvan, Charan, and David – participated in a hockey tournament which had eight matches (Match 1 to Match 8). The following information is known about their goal-scoring:
1. Across all eight matches, the four players together scored exactly 15 goals. Each player scored at least one goal in the tournament. No two players scored the same total number of goals over the eight matches.
2. Exactly two goals were scored in each of the first five matches (Match 1 to Match 5). Match 6 and Match 7 each had exactly one goal scored.
3. David was the highest goal scorer in the tournament, and he scored goals in exactly six different matches, one of which was Match 8. He did not score in Match 3 or Match 6.
4. Bhuvan scored goals in exactly four distinct matches. One of these was Match 2, and another was Match 8 where he scored two goals. He did not score in Match 1 or Match 5 or Match 7.
5. Aryan scored all his goals in odd-numbered matches. He scored exactly one goal in Match 1 and did not score in Match 7.
6. Charan scored only one goal in the entire tournament, and this was not in Match 1, Match 2, Match 4, Match 5, Match 6, Match 7 or Match 8.
7. Each player has a ""Favorite Match"" where they scored at least one goal. If a player scored in multiple matches, their Favorite Match is the one with the lowest match number among those they scored in, unless specified otherwise. Aryan's Favorite Match was Match 5. David's Favorite Match was Match 2.",How many goals were scored in Match 8?,1,2,3,Cannot be determined,A,B,C,D,C,MCQ,Logical Reasoning,"Games & Tournaments, Data Arrangement",Moderate,Deductive reasoning and data tabulation from given constraints.,"data interpretation, numerical reasoning, constraint satisfaction",False,MOCKCATPREP001_Set1_HockeyGoals,Analysis,"**Preamble: Deriving Goals and Player Statistics**
1.  **Match Goals Distribution:** Clue 2: M1-M5 Total = 5 × 2 = 10 goals. M6=1, M7=1 goal. Total M1-M7 = 12 goals. Clue 1: Total goals = 15. So, M8 goals = 15 - 12 = 3.
2.  **Individual Player Analysis:**
    *   Charan (C): Clue 6: 1 goal total, not in M1,M2,M4,M5,M6,M7,M8. So C_M3=1. Total C=1.
    *   David (D): Clue 3: Not M3, M6. Clue 7: Fav M2 (D_M2 ≥ 1).
    *   Bhuvan (B): Clue 4: M2 (B_M2 ≥ 1), M8 (B_M8=2). Not M1,M5,M7. Scores in 4 matches. Other 2 from {M3,M4,M6}.
    *   Aryan (A): Clue 5: Odd matches (M1,M3,M5). M1 (A_M1=1). Not M7. Clue 7: Fav M5 (A_M5 ≥ 1).
3.  **Deductions by Match & Player Totals:**
    *   M2 (2 goals): B_M2 ≥ 1, D_M2 ≥ 1 => B_M2=1, D_M2=1.
    *   M3 (2 goals): C_M3=1, D_M3=0. A_M3=1 (A needs odd matches). B cannot score in M3.
    *   B's other matches: M4, M6. M6 (1 goal): D_M6=0, A_M6=0, C_M6=0. So B_M6=1. B_M4 ≥ 1.
    *   Player Totals (Clue 1: unique, ≥1, D highest):
        *   C=1. A: A_M1=1, A_M3=1, A_M5 ≥ 1. If A_M5=1, A_total=3.
        *   B: B_M2=1, B_M8=2, B_M6=1, B_M4 ≥ 1. If B_M4=1, B_total=5.
        *   Totals {C=1, A=3, B=5} are unique. D_total = 15-(1+3+5)=6. D=6 is highest. Consistent.
        *   Final Totals: A=3, B=5, C=1, D=6.

**Q1 Solution:** The total goals in Match 8 is derived in the first step of the preamble. Total tournament goals = 15. Goals in M1-M5 = 5 * 2 = 10. Goals in M6 = 1. Goals in M7 = 1. Total goals in M1-M7 = 10 + 1 + 1 = 12. Therefore, goals in Match 8 = 15 - 12 = 3. **Correct Answer: C**"
Logical Reasoning and Data Interpretation,40,MOCKTEST001_S1_Q2,2,MOCKCATPREP001_Set1_HockeyGoals,"Four players – Aryan, Bhuvan, Charan, and David – participated in a hockey tournament which had eight matches (Match 1 to Match 8). The following information is known about their goal-scoring:
1. Across all eight matches, the four players together scored exactly 15 goals. Each player scored at least one goal in the tournament. No two players scored the same total number of goals over the eight matches.
2. Exactly two goals were scored in each of the first five matches (Match 1 to Match 5). Match 6 and Match 7 each had exactly one goal scored.
3. David was the highest goal scorer in the tournament, and he scored goals in exactly six different matches, one of which was Match 8. He did not score in Match 3 or Match 6.
4. Bhuvan scored goals in exactly four distinct matches. One of these was Match 2, and another was Match 8 where he scored two goals. He did not score in Match 1 or Match 5 or Match 7.
5. Aryan scored all his goals in odd-numbered matches. He scored exactly one goal in Match 1 and did not score in Match 7.
6. Charan scored only one goal in the entire tournament, and this was not in Match 1, Match 2, Match 4, Match 5, Match 6, Match 7 or Match 8.
7. Each player has a ""Favorite Match"" where they scored at least one goal. If a player scored in multiple matches, their Favorite Match is the one with the lowest match number among those they scored in, unless specified otherwise. Aryan's Favorite Match was Match 5. David's Favorite Match was Match 2.",Who scored the goal in Match 7?,Aryan,Bhuvan,Charan,David,A,B,C,D,D,MCQ,Logical Reasoning,"Games & Tournaments, Data Arrangement",Moderate,Identifying a unique actor based on elimination and constraints.,"logical deduction, elimination, constraint satisfaction",False,MOCKCATPREP001_Set1_HockeyGoals,Analysis,"**Preamble: Deriving Goals and Player Statistics**
From the analysis, we have the total goals for each player: A=3, B=5, C=1, D=6. David (D) scored 6 goals in 6 matches, not including M3 and M6. The matches he scored in are M1, M2, M4, M5, M7, M8.

**Q2 Solution:** Match 7 had exactly one goal. We check each player:
- Aryan (A): Did not score in Match 7 (Clue 5).
- Bhuvan (B): Did not score in Match 7 (Clue 4).
- Charan (C): Scored only in Match 3.
By elimination, the single goal in Match 7 must have been scored by David. This is consistent with David scoring in 6 different matches. **Correct Answer: D**"
Logical Reasoning and Data Interpretation,40,MOCKTEST001_S1_Q3,3,MOCKCATPREP001_Set1_HockeyGoals,"Four players – Aryan, Bhuvan, Charan, and David – participated in a hockey tournament which had eight matches (Match 1 to Match 8). The following information is known about their goal-scoring:
1. Across all eight matches, the four players together scored exactly 15 goals. Each player scored at least one goal in the tournament. No two players scored the same total number of goals over the eight matches.
2. Exactly two goals were scored in each of the first five matches (Match 1 to Match 5). Match 6 and Match 7 each had exactly one goal scored.
3. David was the highest goal scorer in the tournament, and he scored goals in exactly six different matches, one of which was Match 8. He did not score in Match 3 or Match 6.
4. Bhuvan scored goals in exactly four distinct matches. One of these was Match 2, and another was Match 8 where he scored two goals. He did not score in Match 1 or Match 5 or Match 7.
5. Aryan scored all his goals in odd-numbered matches. He scored exactly one goal in Match 1 and did not score in Match 7.
6. Charan scored only one goal in the entire tournament, and this was not in Match 1, Match 2, Match 4, Match 5, Match 6, Match 7 or Match 8.
7. Each player has a ""Favorite Match"" where they scored at least one goal. If a player scored in multiple matches, their Favorite Match is the one with the lowest match number among those they scored in, unless specified otherwise. Aryan's Favorite Match was Match 5. David's Favorite Match was Match 2.",What was Charan's total number of goals in the tournament?,1,2,3,4,A,B,C,D,A,MCQ,Data Interpretation,"Games & Tournaments, Data Arrangement",Easy,Direct information retrieval from the given clues.,"direct information retrieval, constraint application",False,MOCKCATPREP001_Set1_HockeyGoals,Application,"**Q3 Solution:** Clue 6 directly states: ""Charan scored only one goal in the entire tournament"". Therefore, Charan's total number of goals is 1. **Correct Answer: A**"
Logical Reasoning and Data Interpretation,40,MOCKTEST001_S1_Q4,4,MOCKCATPREP001_Set1_HockeyGoals,"Four players – Aryan, Bhuvan, Charan, and David – participated in a hockey tournament which had eight matches (Match 1 to Match 8). The following information is known about their goal-scoring:
1. Across all eight matches, the four players together scored exactly 15 goals. Each player scored at least one goal in the tournament. No two players scored the same total number of goals over the eight matches.
2. Exactly two goals were scored in each of the first five matches (Match 1 to Match 5). Match 6 and Match 7 each had exactly one goal scored.
3. David was the highest goal scorer in the tournament, and he scored goals in exactly six different matches, one of which was Match 8. He did not score in Match 3 or Match 6.
4. Bhuvan scored goals in exactly four distinct matches. One of these was Match 2, and another was Match 8 where he scored two goals. He did not score in Match 1 or Match 5 or Match 7.
5. Aryan scored all his goals in odd-numbered matches. He scored exactly one goal in Match 1 and did not score in Match 7.
6. Charan scored only one goal in the entire tournament, and this was not in Match 1, Match 2, Match 4, Match 5, Match 6, Match 7 or Match 8.
7. Each player has a ""Favorite Match"" where they scored at least one goal. If a player scored in multiple matches, their Favorite Match is the one with the lowest match number among those they scored in, unless specified otherwise. Aryan's Favorite Match was Match 5. David's Favorite Match was Match 2.",Which player had Match 3 as their Favorite Match?,Aryan,Bhuvan,Charan,David,A,B,C,D,C,MCQ,Logical Reasoning,"Games & Tournaments, Data Arrangement",Moderate,Applying the definition of 'Favorite Match' to the derived data.,"rule application, deduction, definition interpretation",False,MOCKCATPREP001_Set1_HockeyGoals,Analysis,"**Preamble: Deriving Goals and Player Statistics**
From the analysis, we determined that Charan scored his only goal in Match 3.

**Q4 Solution:** According to Clue 7, a player's Favorite Match is the one with the lowest match number they scored in. Since Charan scored only one goal in the entire tournament, and that was in Match 3, Match 3 is his only scoring match and therefore must be his Favorite Match. **Correct Answer: C**"
Logical Reasoning and Data Interpretation,40,MOCKTEST001_S1_Q5,5,MOCKCATPREP001_Set1_HockeyGoals,"Four players – Aryan, Bhuvan, Charan, and David – participated in a hockey tournament which had eight matches (Match 1 to Match 8). The following information is known about their goal-scoring:
1. Across all eight matches, the four players together scored exactly 15 goals. Each player scored at least one goal in the tournament. No two players scored the same total number of goals over the eight matches.
2. Exactly two goals were scored in each of the first five matches (Match 1 to Match 5). Match 6 and Match 7 each had exactly one goal scored.
3. David was the highest goal scorer in the tournament, and he scored goals in exactly six different matches, one of which was Match 8. He did not score in Match 3 or Match 6.
4. Bhuvan scored goals in exactly four distinct matches. One of these was Match 2, and another was Match 8 where he scored two goals. He did not score in Match 1 or Match 5 or Match 7.
5. Aryan scored all his goals in odd-numbered matches. He scored exactly one goal in Match 1 and did not score in Match 7.
6. Charan scored only one goal in the entire tournament, and this was not in Match 1, Match 2, Match 4, Match 5, Match 6, Match 7 or Match 8.
7. Each player has a ""Favorite Match"" where they scored at least one goal. If a player scored in multiple matches, their Favorite Match is the one with the lowest match number among those they scored in, unless specified otherwise. Aryan's Favorite Match was Match 5. David's Favorite Match was Match 2.",What is the sum of the number of goals scored by Aryan and Bhuvan in the tournament?,6,7,8,9,A,B,C,D,C,MCQ,Data Interpretation,"Games & Tournaments, Data Arrangement",Moderate,Aggregating and summing values derived from the initial data analysis.,"data aggregation, summation, derived values",False,MOCKCATPREP001_Set1_HockeyGoals,Analysis,"**Preamble: Deriving Goals and Player Statistics**
From the analysis, we found the total goals for each player are: Aryan (A) = 3, Bhuvan (B) = 5, Charan (C) = 1, David (D) = 6.

**Q5 Solution:** The question asks for the sum of goals scored by Aryan and Bhuvan.
Aryan's total goals = 3.
Bhuvan's total goals = 5.
Sum = 3 + 5 = 8. **Correct Answer: C**"
Logical Reasoning and Data Interpretation,40,MOCKTEST001_S2_Q6,6,MOCKCATPREP001_Set2_StudentEvents,"A graduating class has 15 girls and a certain number of boys. Students can express interest in attending a 1-day, 2-day, or 3-day get-together event. Interest is cascading: a student interested in a k-day event is also considered interested in all (k-1)-day events (e.g., interest in a 3-day event implies interest in 2-day and 1-day events as well). Each student is also categorized as a Singer, a Dancer, or Neither. No student is both a singer and a dancer.
1. All 15 girls are interested in attending at least a 1-day event. 80% of the boys are interested in attending at least a 1-day event. 60% of the boys are interested in attending at least a 2-day event.
2. No girl is interested in attending a 3-day event. Among the boys, all 4 male singers and exactly 2 of the 6 male dancers are interested in attending a 3-day event. No other boy is interested in a 3-day event.
3. Among students interested in at least a 2-day event:
a. 70% of the boys are neither singers nor dancers.
b. 60% of the girls are neither singers nor dancers.
4. The total number of singers in the class is 6, of whom 2 are girls. The total number of dancers is 10, of whom 4 are girls.
5. The number of singers interested in at least a 2-day event is exactly one more than the number of dancers interested in at least a 2-day event.
6. Exactly 5 girls are interested in attending at least a 2-day event.",How many boys are there in the class?,25,30,40,50,A,B,C,D,D,MCQ,Logical Reasoning,"Quantitative Reasoning, Percentage Applications",Moderate,Solving for an unknown total using percentages and integer constraints.,"constraint satisfaction, algebraic reasoning, integer solutions",False,MOCKCATPREP001_Set2_StudentEvents,Analysis,"**Preamble: Deriving Student Numbers and Interests**
Let B be the total number of boys.
From Clue 1, the number of boys interested in at least a 2-day event is 0.6B.
From Clue 3a, among these boys, the number who are neither singers nor dancers is 70% of (0.6B), which is 0.7 * 0.6B = 0.42B.
Since the number of students must be an integer, 0.42B must be an integer. 
0.42B = 42B/100 = 21B/50.
For 21B/50 to be an integer, B must be a multiple of 50. Looking at the options, B=50 is the only viable choice.

Let's verify with B=50:
- Total boys = 50.
- Boys interested in 1-day: 80% of 50 = 40.
- Boys interested in 2-day: 60% of 50 = 30.
- Boys interested in 2-day who are Neither S/D: 70% of 30 = 21. This is an integer, so it works.

**Q6 Solution:** As derived in the preamble, for the number of boys who are neither singers nor dancers and interested in a 2-day event to be an integer (0.42B), B must be a multiple of 50. The only option that fits is 50. **Correct Answer: D**"
Logical Reasoning and Data Interpretation,40,MOCKTEST001_S2_Q7,7,MOCKCATPREP001_Set2_StudentEvents,"A graduating class has 15 girls and a certain number of boys. Students can express interest in attending a 1-day, 2-day, or 3-day get-together event. Interest is cascading: a student interested in a k-day event is also considered interested in all (k-1)-day events (e.g., interest in a 3-day event implies interest in 2-day and 1-day events as well). Each student is also categorized as a Singer, a Dancer, or Neither. No student is both a singer and a dancer.
1. All 15 girls are interested in attending at least a 1-day event. 80% of the boys are interested in attending at least a 1-day event. 60% of the boys are interested in attending at least a 2-day event.
2. No girl is interested in attending a 3-day event. Among the boys, all 4 male singers and exactly 2 of the 6 male dancers are interested in attending a 3-day event. No other boy is interested in a 3-day event.
3. Among students interested in at least a 2-day event:
a. 70% of the boys are neither singers nor dancers.
b. 60% of the girls are neither singers nor dancers.
4. The total number of singers in the class is 6, of whom 2 are girls. The total number of dancers is 10, of whom 4 are girls.
5. The number of singers interested in at least a 2-day event is exactly one more than the number of dancers interested in at least a 2-day event.
6. Exactly 5 girls are interested in attending at least a 2-day event.",How many girls who are dancers are interested in attending at least a 2-day event?,0,1,2,4,A,B,C,D,A,MCQ,Logical Reasoning,"Quantitative Reasoning, Set Theory",Moderate,Solving a system of equations derived from interlocking constraints.,"deduction from derived values, case analysis",False,MOCKCATPREP001_Set2_StudentEvents,Analysis,"**Preamble:**
We established B=50. Let's find the number of singers and dancers interested in a 2-day event.
- Boys_S_2day: All 4 male singers are interested in 3-day, so they are also interested in 2-day. Boys_S_2day = 4.
- Boys_D_2day: We know Boys_2day = 30 and Boys_2day_Neither = 21. So Boys_2day_S_or_D = 30-21=9. Boys_D_2day = 9 - Boys_S_2day = 9-4=5.
- Girls_S_2day + Girls_D_2day: Total girls interested in 2-day = 5 (Clue 6). Girls_2day_Neither = 60% of 5 = 3 (Clue 3b). So, Girls_2day_S_or_D = 5 - 3 = 2. Thus, Girls_S_2day + Girls_D_2day = 2.

Now use Clue 5: Total_S_2day = Total_D_2day + 1.
(Boys_S_2day + Girls_S_2day) = (Boys_D_2day + Girls_D_2day) + 1
(4 + Girls_S_2day) = (5 + Girls_D_2day) + 1
Girls_S_2day = Girls_D_2day + 2.

We have a system of two equations:
1) Girls_S_2day + Girls_D_2day = 2
2) Girls_S_2day = Girls_D_2day + 2
Substitute (2) into (1): (Girls_D_2day + 2) + Girls_D_2day = 2 => 2*Girls_D_2day = 0 => Girls_D_2day = 0.
Then Girls_S_2day = 2.
This is consistent with total girl singers = 2 and total girl dancers = 4.

**Q7 Solution:** From the final step of the preamble, the number of girls who are dancers and are interested in attending at least a 2-day event is 0. **Correct Answer: A**"
Logical Reasoning and Data Interpretation,40,MOCKTEST001_S2_Q8,8,MOCKCATPREP001_Set2_StudentEvents,"A graduating class has 15 girls and a certain number of boys. Students can express interest in attending a 1-day, 2-day, or 3-day get-together event. Interest is cascading: a student interested in a k-day event is also considered interested in all (k-1)-day events (e.g., interest in a 3-day event implies interest in 2-day and 1-day events as well). Each student is also categorized as a Singer, a Dancer, or Neither. No student is both a singer and a dancer.
1. All 15 girls are interested in attending at least a 1-day event. 80% of the boys are interested in attending at least a 1-day event. 60% of the boys are interested in attending at least a 2-day event.
2. No girl is interested in attending a 3-day event. Among the boys, all 4 male singers and exactly 2 of the 6 male dancers are interested in attending a 3-day event. No other boy is interested in a 3-day event.
3. Among students interested in at least a 2-day event:
a. 70% of the boys are neither singers nor dancers.
b. 60% of the girls are neither singers nor dancers.
4. The total number of singers in the class is 6, of whom 2 are girls. The total number of dancers is 10, of whom 4 are girls.
5. The number of singers interested in at least a 2-day event is exactly one more than the number of dancers interested in at least a 2-day event.
6. Exactly 5 girls are interested in attending at least a 2-day event.",What is the total number of students (boys and girls) interested in attending a 3-day event?,6,8,9,10,A,B,C,D,A,MCQ,Data Interpretation,"Quantitative Reasoning, Set Theory",Easy,Calculating a total by summing values directly given in the clues.,"direct calculation from derived values, summation",False,MOCKCATPREP001_Set2_StudentEvents,Application,"**Q8 Solution:** We need to find the total number of students interested in a 3-day event.
- Girls interested in 3-day event: 0 (Clue 2).
- Boys interested in 3-day event: All 4 male singers + 2 of the 6 male dancers = 4 + 2 = 6 (Clue 2).
- Total students interested in 3-day event = 0 (girls) + 6 (boys) = 6. **Correct Answer: A**"
Logical Reasoning and Data Interpretation,40,MOCKTEST001_S2_Q9,9,MOCKCATPREP001_Set2_StudentEvents,"A graduating class has 15 girls and a certain number of boys. Students can express interest in attending a 1-day, 2-day, or 3-day get-together event. Interest is cascading: a student interested in a k-day event is also considered interested in all (k-1)-day events (e.g., interest in a 3-day event implies interest in 2-day and 1-day events as well). Each student is also categorized as a Singer, a Dancer, or Neither. No student is both a singer and a dancer.
1. All 15 girls are interested in attending at least a 1-day event. 80% of the boys are interested in attending at least a 1-day event. 60% of the boys are interested in attending at least a 2-day event.
2. No girl is interested in attending a 3-day event. Among the boys, all 4 male singers and exactly 2 of the 6 male dancers are interested in attending a 3-day event. No other boy is interested in a 3-day event.
3. Among students interested in at least a 2-day event:
a. 70% of the boys are neither singers nor dancers.
b. 60% of the girls are neither singers nor dancers.
4. The total number of singers in the class is 6, of whom 2 are girls. The total number of dancers is 10, of whom 4 are girls.
5. The number of singers interested in at least a 2-day event is exactly one more than the number of dancers interested in at least a 2-day event.
6. Exactly 5 girls are interested in attending at least a 2-day event.",How many boys interested in at least a 2-day event are singers?,2,3,4,5,A,B,C,D,C,MCQ,Data Interpretation,"Quantitative Reasoning, Set Theory",Moderate,Applying the concept of cascading interest to find a subgroup count.,"cascading interest, constraint application, counting",False,MOCKCATPREP001_Set2_StudentEvents,Analysis,"**Q9 Solution:** The question asks for the number of male singers interested in at least a 2-day event.
- From Clue 4, there are 6 - 2 = 4 male singers in the class.
- From Clue 2, all 4 male singers are interested in attending a 3-day event.
- Due to the cascading nature of interest, if a student is interested in a 3-day event, they are also interested in a 2-day event.
- Therefore, all 4 male singers are interested in at least a 2-day event. **Correct Answer: C**"
Logical Reasoning and Data Interpretation,40,MOCKTEST001_S3_Q10,10,MOCKCATPREP001_Set3_TokenAwards,"Six interviewers (Adhara, Bithi, Chhaya, Dhanavi, Esther, Fathima) evaluated five candidates (Pragnyaa, Qahira, Rasheeda, Smera, Tantra). Each interviewer uses a unique prime face value from the set {2, 3, 5, 7, 11, 13} for tokens they award. A candidate's funding is ₹1000 multiplied by the product of face values of all tokens they received from the interviewers.
1. The five funding amounts received by the candidates were, in no particular order: ₹390,000, ₹210,000, ₹165,000, ₹77,000, and ₹66,000.
2. Adhara awarded tokens to Pragnyaa, Qahira, and Tantra only. Bithi awarded tokens to Pragnyaa, Qahira, Rasheeda, and Tantra only.
3. Fathima awarded a token to Pragnyaa but not to Qahira. Esther awarded tokens to Rasheeda, Smera and Tantra but not to Pragnyaa or Qahira.
4. Chhaya's prime face value is 5. Dhanavi's prime face value is 7.
5. Chhaya awarded tokens to Pragnyaa, Qahira, and Rasheeda. Dhanavi awarded tokens to Qahira and Smera only.
6. Rasheeda received tokens from exactly three interviewers. Smera received tokens from exactly two interviewers.",What is the prime face value used by Esther?,2,3,11,13,A,B,C,D,C,MCQ,Logical Reasoning,"Puzzles, Constraint Satisfaction",Moderate,Using prime factorization and deductive logic to identify an unknown value.,"prime factorization, deduction, elimination",False,MOCKCATPREP001_Set3_TokenAwards,Analysis,"**Preamble: Assigning Primes and Tokens**
1.  **Funding Products:** The products of prime face values are 390, 210, 165, 77, and 66.
2.  **Smera's Funding:** Smera received tokens from exactly two interviewers (Clue 6). The only funding product that is a product of two primes from the set {2, 3, 5, 7, 11, 13} is 77 = 7 × 11. So, Smera's funding is ₹77,000.
3.  **Dhanavi and Esther:** Smera received tokens from Dhanavi and Esther (Clues 5 and 3). Dhanavi's prime is 7 (Clue 4). Therefore, the other prime, 11, must belong to Esther. So, Esther's prime face value is 11.

**Q10 Solution:** As derived in step 3 of the preamble, Smera's funding requires the prime factors 7 and 11. Since Dhanavi's prime is 7, Esther's must be 11. **Correct Answer: C**"
