SectionName,SectionTimeLimitMinutes,QuestionUniqueID,QuestionNumberInSection,PassageOrSetID,PassageOrSetContent,QuestionPrompt,OptionAText,OptionBText,OptionCText,OptionDText,OptionAValue,OptionBValue,OptionCValue,OptionDValue,CorrectAnswerValue,QuestionType,Topic,SubTopic,DifficultyLevelPredicted,ConceptTested,DetailedTags,IsTITA,SetID,CognitiveSkillLevel,SolutionExplanation
Quantitative Aptitude,40,Q111,1,,,"Anirudh buys an item from Bhanu, with Bhanu making a 20% profit on his cost price. Bhanu had originally purchased this item from Charan. Charan had sold the item to Bhanu making a 20% profit on his (Charan's) own cost price. Separately, Charan sells an identical item to David at a 10% loss on his (Charan's) cost price; David pays Rs. 1125 for this item. Considering these conditions, what did Anirudh pay for the item?",Rs. 1500,Rs. 1800,Rs. 2000,Rs. 2160,A,B,C,D,B,MCQ,Arithmetic,"Profit, Loss & Discount",Hard,"Chain of Sales, Profit Percentage","Chain of Sales, Profit Percentage, Cost Price Calculation, Multiple Transactions",FALSE,MockSet1_QA_V3,Analysis,"Let Charan's original cost price be CP_C.
Charan sells an identical item to David at a 10% loss, and David pays Rs. 1125.
So, CP_C × (1 - 0.10) = 1125
CP_C × 0.90 = 1125
CP_C = 1125 / 0.90 = 11250 / 9 = Rs. 1250.
Charan's original cost price for such an item is Rs. 1250.
Charan sold the item to Bhanu making a 20% profit on his (Charan's) cost price (which is Rs. 1250).
Charan's SP to Bhanu = CP_Bhanu = CP_C × (1 + 0.20) = 1250 × 1.20 = Rs. 1500.
Bhanu sells this item to Anirudh making a 20% profit on his (Bhanu's) cost price (which is Rs. 1500).
Anirudh's CP (what Anirudh paid) = CP_Bhanu × (1 + 0.20) = 1500 × 1.20 = Rs. 1800.
The question asks what Anirudh paid for the item. This is Rs. 1800.
The correct option is B."
Quantitative Aptitude,40,Q112,2,,,A circle is inscribed in a right-angled triangle whose legs are 15 cm and 20 cm. What is the radius of the inscribed circle in cm? (Enter your answer as a numerical value),,,,,,,,,5,TITA,Geometry,"Circles (Properties, Chords, Tangents, Secants)",Medium,Inradius of a Right-angled Triangle,"Incircle, Right-angled Triangle, Inradius Formula",TRUE,MockSet1_QA_V3,Application,"Let the legs of the right-angled triangle be a = 15 cm and b = 20 cm.
The hypotenuse c is found using Pythagoras theorem: c² = a² + b²
c² = 15² + 20² = 225 + 400 = 625.
c = √625 = 25 cm.
The radius 'r' of the inscribed circle (incircle) in a right-angled triangle is given by r = (a+b-c)/2.
r = (15 + 20 - 25) / 2
r = (35 - 25) / 2 = 10 / 2 = 5 cm.
Alternatively, Area of triangle = (1/2) × base × height = (1/2) × 15 × 20 = 150 sq. cm.
Semi-perimeter s = (a+b+c)/2 = (15+20+25)/2 = 60/2 = 30 cm.
Radius of incircle r = Area / s = 150 / 30 = 5 cm.
Answer: 5"
Quantitative Aptitude,40,Q113,3,,,"A number N leaves a remainder of 3 when divided by 5, a remainder of 4 when divided by 7, and a remainder of 5 when divided by 9. If N is the smallest three-digit number satisfying these conditions, what is the remainder when N is divided by 11?",0,4,5,8,A,B,C,D,B,MCQ,Number System,Remainders (incl. Remainder Theorem),Medium,System of Congruences,"System of Congruences, Chinese Remainder Theorem (Implicit), Smallest Three-Digit Number",FALSE,MockSet1_QA_V3,Application,"N ≡ 3 (mod 5)
N ≡ 4 (mod 7)
N ≡ 5 (mod 9)
From the first two conditions: N = 5k+3.
Testing values for k:
k=0, N=3. 3 mod 7 = 3 (not 4)
k=1, N=8. 8 mod 7 = 1 (not 4)
k=2, N=13. 13 mod 7 = 6 (not 4)
k=3, N=18. 18 mod 7 = 4. This satisfies the second condition.
So, N ≡ 18 (mod LCM(5,7)) => N ≡ 18 (mod 35).
Possible values for N are 18, 53, 88, 123, 158, ...
Now check the third condition N ≡ 5 (mod 9) for these values:
158 mod 9 = 5 (158 = 17×9 + 5). This satisfies the third condition.
The smallest three-digit number N satisfying these conditions is 158.
We need to find the remainder when N=158 is divided by 11.
158 = 11 × 14 + 4.
The remainder is 4.
The correct option is B."
Quantitative Aptitude,40,Q114,4,,,"The first term of an arithmetico-geometric progression (AGP) is 3. The sum to infinity of this AGP is 8. If the common ratio of the geometric part is 1/2, what is the common difference of the arithmetic part?",1,2,3,4,A,B,C,D,A,MCQ,Algebra,"Sequences & Series (AP, GP, HP, Special Series)",Hard,Arithmetico-Geometric Progression,"Arithmetico-Geometric Progression, Sum to Infinity, Finding Common Difference",FALSE,MockSet1_QA_V3,Analysis,"The sum of an infinite Arithmetico-Geometric Progression (AGP) is given by S = a/(1-r) + dr/((1-r)²), where 'a' is the first term, 'd' is the common difference, and 'r' is the common ratio.
Given: First term a = 3, Sum S = 8, Common ratio r = 1/2.
Substitute these values into the formula:
8 = 3 / (1 - 1/2) + d(1/2) / ((1 - 1/2)²)
8 = 3 / (1/2) + (d/2) / (1/2)²
8 = 6 + (d/2) / (1/4)
8 = 6 + d × (1/2) × 4
8 = 6 + 2d
2d = 2
d = 1.
The common difference is 1.
The correct option is A."
Quantitative Aptitude,40,Q115,5,,,"A loan of Rs. 21,000 is to be repaid in two equal annual installments. If the rate of compound interest is 10% per annum, compounded annually, what is the value of each installment?","Rs. 12,000","Rs. 12,100","Rs. 12,600","Rs. 12,750",A,B,C,D,B,MCQ,Arithmetic,Compound Interest,Hard,Compound Interest Installments,"Compound Interest Installments, Equal Annual Installments, Loan Repayment",FALSE,MockSet1_QA_V3,Analysis,"Let P be the loan amount = Rs. 21,000.
Let X be the value of each equal annual installment.
Rate of interest R = 10% per annum = 0.1.
The present value of the two installments must equal the loan amount.
P = X/(1+R) + X/(1+R)².
Here, 1+R = 1.1.
21000 = X/1.1 + X/(1.1)².
21000 = X/1.1 + X/1.21.
21000 = X (1/1.1 + 1/1.21).
21000 = X ((1.1 + 1) / 1.21)
21000 = X (2.1 / 1.21).
X = 21000 × (1.21 / 2.1).
X = (21000 / 2.1) × 1.21.
X = 10000 × 1.21 = Rs. 12,100.
Each installment is Rs. 12,100.
The correct option is B."
Quantitative Aptitude,40,Q116,6,,,"The population of a town increased by 25% in the first year, decreased by 20% in the second year, and increased by 10% in the third year. If the population at the end of the third year was 66,000, what was the population at the beginning of the first year?","60,000","64,000","66,000","72,000",A,B,C,D,A,MCQ,Arithmetic,Percentages,Medium,Successive Percentage Changes,"Successive Percentage Changes, Population Growth/Decline, Fractional Percentages",FALSE,MockSet1_QA_V3,Application,"Let the population at the beginning be P₀.
After year 1: P₁ = P₀ × (1 + 25/100) = P₀ × (5/4).
After year 2: P₂ = P₁ × (1 - 20/100) = P₁ × (4/5) = P₀ × (5/4) × (4/5).
After year 3: P₃ = P₂ × (1 + 10/100) = P₂ × (11/10) = P₀ × (5/4) × (4/5) × (11/10).
Given P₃ = 66,000.
P₀ × (5/4) × (4/5) × (11/10) = 66,000.
P₀ × (11/10) = 66,000.
P₀ = 66,000 × (10/11) = 6000 × 10 = 60,000.
The initial population was 60,000.
The correct option is A."
Quantitative Aptitude,40,Q117,7,,,"A right circular cylinder is cut by a plane not parallel to its base. The shortest and longest heights of the resulting truncated cylinder are 8 cm and 14 cm respectively. If the radius of the base of the cylinder is 7 cm, find the volume of the truncated cylinder in cubic cm. (Use π = 22/7. Enter your answer as a numerical value)",,,,,,,,,1694,TITA,Geometry,"Mensuration - 3D (Volume & Surface Area: Cubes, Cuboids, Cylinders, Cones, Spheres, Prisms, Pyramids, Frustum)",Hard,Truncated Cylinder Volume,"Truncated Cylinder, Volume Calculation, Average Height",TRUE,MockSet1_QA_V3,Analysis,"The volume of a truncated cylinder is given by V = πr² × (h₁ + h₂) / 2, where r is the radius, and h₁ and h₂ are the shortest and longest heights.
Given: r = 7 cm, h₁ = 8 cm, h₂ = 14 cm, π = 22/7.
V = (22/7) × (7)² × (8 + 14) / 2
V = (22/7) × 49 × (22 / 2)
V = 22 × 7 × 11
V = 154 × 11 = 1694 cubic cm.
Answer: 1694"
Quantitative Aptitude,40,Q118,8,,,"If logₓ(8x-15) = 2, find the sum of the possible values of x.",3,5,8,10,A,B,C,D,C,MCQ,Algebra,Logarithms,Easy,Logarithmic Equations,"Logarithmic Equations, Definition of Logarithm, Quadratic from Log Equation",FALSE,MockSet1_QA_V3,Application,"The equation is logₓ(8x-15) = 2.
Conditions for the logarithm to be defined: base x > 0, x ≠ 1, and argument 8x-15 > 0, which implies x > 15/8 or x > 1.875.
By definition of logarithm, 8x-15 = x².
Rearranging gives the quadratic equation: x² - 8x + 15 = 0.
Factoring the quadratic: (x-3)(x-5) = 0.
The possible values for x are x=3 or x=5.
Both values satisfy the condition x > 1.875.
The sum of possible values = 3 + 5 = 8.
The correct option is C."
Quantitative Aptitude,40,Q119,9,,,"12 men can complete a work in 10 days, while 10 women can complete the same work in 18 days. 6 men and 15 women start working together. After 5 days, some men leave and some women also leave such that the number of men and women remaining become equal (let this number be K). This new group completes the remaining work in 6 more days. How many men left after 5 days? (Enter your answer as a numerical value, K is an integer)",,,,,,,,,2,TITA,Arithmetic,Time & Work,Hard,Efficiency and Work in Stages,"Men-Women Efficiency, Work Done in Stages, Changing Group Composition",TRUE,MockSet1_QA_V3,Analysis,"First, establish the efficiency ratio of men and women.
Total work = 12 men × 10 days = 120 man-days.
Total work = 10 women × 18 days = 180 woman-days.
120 man-days = 180 woman-days => 12M = 18W => 2M = 3W.
Let one woman's work rate be 2 units/day (W=2). Then one man's work rate is 3 units/day (M=3).
Total work = 10 women × 18 days × 2 units/woman-day = 360 units.
Initial group: 6 men and 15 women.
Work rate of initial group = (6 men × 3 units/M) + (15 women × 2 units/W) = 18 + 30 = 48 units/day.
Work done in the first 5 days = 48 units/day × 5 days = 240 units.
Remaining work = 360 - 240 = 120 units.
After 5 days, K men and K women remain.
Work rate of new group = (K men × 3 units/M) + (K women × 2 units/W) = 3K + 2K = 5K units/day.
This new group completes the remaining work (120 units) in 6 days.
(5K units/day) × 6 days = 120 units.
30K = 120.
K = 4.
The new number of men is K=4.
Original number of men = 6.
Number of men who left = Original men - New men = 6 - 4 = 2.
Answer: 2"
Quantitative Aptitude,40,Q120,10,,,"A shopkeeper mixes two varieties of tea, one costing Rs. 60/kg and another costing Rs. 90/kg, in a certain ratio. He sells the mixture at Rs. 84/kg, thereby making a profit of 20%. In what ratio did he mix the two varieties?",1:02,2:01,2:03,3:02,A,B,C,D,B,MCQ,Arithmetic,Mixtures & Alligations,Easy,Alligation with Profit,"Alligation Rule, Profit Percentage on Mixture, Finding Ratio of Mixing",FALSE,MockSet1_QA_V3,Application,"Let the cost price of the mixture be CP_mix.
The mixture is sold at Rs. 84/kg with a 20% profit.
SP = CP_mix × (1 + Profit%) => 84 = CP_mix × 1.2.
CP_mix = 84 / 1.2 = Rs. 70/kg.
Using the alligation rule:
Variety 1 (Cost 60) Variety 2 (Cost 90)
\          /
  Mean Cost (70)
/          \
(90-70)=20   (70-60)=10
The ratio of Variety 1 to Variety 2 is 20 : 10, which simplifies to 2 : 1.
The correct option is B."
