SectionName,SectionTimeLimitMinutes,QuestionUniqueID,QuestionNumberInSection,PassageOrSetID,PassageOrSetContent,QuestionPrompt,OptionAText,OptionBText,OptionCText,OptionDText,OptionAValue,OptionBValue,OptionCValue,OptionDValue,CorrectAnswerValue,QuestionType,Topic,SubTopic,DifficultyLevelPredicted,ConceptTested,DetailedTags,IsTITA,SetID,CognitiveSkillLevel,SolutionExplanation
QA,40,112233445,1,,,"Ram's salary is 20% more than Shyam's salary. Shyam's salary is 25% less than Mohan's salary. If Mohan's salary is Rs. 4000 more than Ram's salary, what is Shyam's salary in Rs.?",20000,24000,25000,30000,A,B,C,D,D,MCQ,Arithmetic,Percentages,Hard,"chain percentages, salary comparison, algebraic setup","chain percentages, salary comparison, algebraic setup, Q-Type 22 (Percentages PDF)",FALSE,MockSet5_QA,Analyzing,"Let Shyam's salary be 100x.
Ram's salary (R) = 100x * (1 + 20/100) = 100x * 1.2 = 120x.
Shyam's salary (S = 100x) is 25% less than Mohan's salary (M).
So, 100x = M * (1 - 25/100) = M * 0.75.
M = 100x / 0.75 = 100x / (3/4) = 400x/3.
Given Mohan's salary is Rs. 4000 more than Ram's salary: M = R + 4000.
400x/3 = 120x + 4000.
Multiply by 3: 400x = 360x + 12000.
40x = 12000.
x = 300.
Shyam's salary = 100x = 100 * 300 = Rs. 30000."
QA,40,223344556,2,,,"Three bells toll at intervals of 12 seconds, 15 seconds, and 18 seconds respectively. If they start tolling together, after how many minutes will they next toll together for the 5th time (excluding the initial start)?",,,,,,,,,15,TITA,Number System,HCF & LCM,Medium,"bells tolling together, LCM, Nth occurrence","bells tolling together, LCM, Nth occurrence, Q-Type 42 (Number Systems PDF)",TRUE,MockSet5_QA,Applying,"The intervals are 12, 15, and 18 seconds.
The bells will first toll together (after the start) at a time equal to LCM(12, 15, 18).
12 = 2^2 * 3
15 = 3 * 5
18 = 2 * 3^2
LCM(12, 15, 18) = 2^2 * 3^2 * 5 = 4 * 9 * 5 = 180 seconds.
This is the time for the 1st tolling together after the start.
They will toll together for the 5th time after the start at 5 * LCM.
Time = 5 * 180 seconds = 900 seconds.
Convert to minutes: 900 seconds / 60 seconds/minute = 15 minutes."
QA,40,334455667,3,,,"From an external point P, two tangents PA and PB are drawn to a circle with center O. If the radius of the circle is 5 cm and the length of OP is 13 cm, what is the area of the quadrilateral PAOB in sq. cm?",50,55,60,65,A,B,C,D,C,MCQ,Geometry,"Circles (Properties, Chords, Tangents, Secants)",Medium,"tangents from external point, Pythagoras, area of quadrilateral","tangents from external point, Pythagoras, area of quadrilateral, Q-Type 49 (Circles PDF)",FALSE,MockSet5_QA,Applying,"PA and PB are tangents from P to a circle with center O. OA and OB are radii.
OA is perpendicular to PA, and OB is perpendicular to PB. So ∠OAP = ∠OBP = 90°.
In right-angled triangle OAP, OA = 5 cm (radius), OP = 13 cm (hypotenuse).
By Pythagoras theorem: PA^2 = OP^2 - OA^2 = 13^2 - 5^2 = 169 - 25 = 144.
PA = sqrt(144) = 12 cm.
The quadrilateral PAOB consists of two congruent right-angled triangles, ΔOAP and ΔOBP.
Area(ΔOAP) = (1/2) * base * height = (1/2) * OA * PA = (1/2) * 5 * 12 = 30 sq. cm.
Area(PAOB) = 2 * Area(ΔOAP) = 2 * 30 = 60 sq. cm."
QA,40,445566778,4,,,"If the roots of the quadratic equation x^2 - (k+2)x + (3k-2) = 0 are equal in magnitude but opposite in sign, what is the value of k?",,,,,,,,,-2,TITA,Algebra,Quadratic Equations,Easy,"roots equal magnitude opposite sign, sum of roots, Vieta's formulas","roots equal magnitude opposite sign, sum of roots, Vieta's formulas, Q-Type 18 (Algebra PDF)",TRUE,MockSet5_QA,Applying,"The quadratic equation is x^2 - (k+2)x + (3k-2) = 0.
If the roots are equal in magnitude but opposite in sign, let the roots be α and -α.
Sum of roots = α + (-α) = 0.
From Vieta's formulas, sum of roots = -(-(k+2))/1 = k+2.
So, k+2 = 0, which implies k = -2.
Check the product of roots: α(-α) = -α². The product must be negative for real, non-zero roots.
Product of roots = (3k-2)/1 = 3(-2) - 2 = -8.
Since -8 < 0, the condition is satisfied.
Thus, k = -2."
QA,40,556677889,5,,,"A can do a piece of work in 24 days. B is 20% more efficient than A. C is 25% less efficient than B. If A, B, and C work together, in approximately how many days will they complete the work? (Round to the nearest integer if necessary)",7 days,8 days,9 days,10 days,A,B,C,D,B,MCQ,Arithmetic,Time & Work,Hard,"efficiency comparison, combined work rate","efficiency comparison, combined work rate, Q-Type 80 (Time & Work PDF)",FALSE,MockSet5_QA,Analyzing,"A takes 24 days. Work rate of A, R_A = 1/24 of work per day.
B is 20% more efficient than A: R_B = R_A * 1.2 = (1/24) * (6/5) = 1/20.
C is 25% less efficient than B: R_C = R_B * 0.75 = (1/20) * (3/4) = 3/80.
Combined work rate R_A + R_B + R_C = 1/24 + 1/20 + 3/80.
The LCM of 24, 20, 80 is 240.
Combined rate = (10/240) + (12/240) + (9/240) = 31/240 of work per day.
Time taken together = 1 / (31/240) = 240/31 days.
240/31 ≈ 7.74 days.
Rounding to the nearest integer, the time taken is 8 days."
QA,40,667788990,6,,,"In how many ways can 5 distinct Physics books, 4 distinct Chemistry books, and 3 distinct Mathematics books be arranged on a shelf such that all books of the same subject are always together, and the Mathematics books are never placed next to the Physics books?",17280,20736,25920,34560,A,B,C,D,D,MCQ,Modern Maths,Permutations & Combinations,Hard,"arrangement, subjects together, specific blocks not adjacent, factorial","arrangement, subjects together, specific blocks not adjacent, factorial, Q-Type 3 & Q-Type 4 (P&C PDF)",FALSE,MockSet5_QA,Analyzing,"First, treat the books of each subject as a single block: {P}, {C}, {M}.
The number of internal arrangements within these blocks is 5! for Physics, 4! for Chemistry, and 3! for Mathematics.
Total internal arrangements = 5! * 4! * 3! = 120 * 24 * 6 = 17280.
Next, arrange the three blocks {P, C, M} such that P and M are not adjacent. The total arrangements of the blocks is 3! = 6.
The arrangements where M and P are together can be found by treating {MP} as a single super-block. The arrangements of {MP} and C are 2! = 2 ways. Since the super-block can be MP or PM, there are 2 * 2 = 4 arrangements with M and P together.
The number of arrangements where M and P are not together is 3! - 4 = 2.
The total number of ways is (Internal arrangements) * (Block arrangements) = 17280 * 2 = 34560."
QA,40,778899001,7,,,"The average weight of students in Section A, consisting of 40 students, is 55 kg. The average weight of students in Section B, consisting of 60 students, is 60 kg. 10 students from Section A (with an average weight of 50 kg) are shifted to Section B. Simultaneously, 10 students from Section B (with an average weight of X kg) are shifted to Section A. If the new average weight of Section A is 56 kg, find X.",,,,,,,,,54,TITA,Arithmetic,Averages & Weighted Averages,Hard,"average change, group shifts, solving for unknown average","average change, group shifts, solving for unknown average, Q-Type 67 (Averages PDF)",TRUE,MockSet5_QA,Analyzing,"Initial Section A: 40 students, avg 55 kg. Total_A_initial = 40 * 55 = 2200 kg.
Initial Section B: 60 students, avg 60 kg. Total_B_initial = 60 * 60 = 3600 kg.
10 students from A (avg 50 kg) are shifted to B.
Weight removed from A = 10 * 50 = 500 kg.
After 10 students leave Section A: Students = 30, Weight = 2200 - 500 = 1700 kg.
10 students from B (avg X kg) are shifted to A.
Weight added to A = 10X.
Final Section A: Students = 30 + 10 = 40. Weight = 1700 + 10X.
The new average of Section A is 56 kg.
(1700 + 10X) / 40 = 56.
1700 + 10X = 56 * 40 = 2240.
10X = 2240 - 1700 = 540.
X = 54."
QA,40,889900112,8,,,"If (log_a b) * (log_b c) * (log_c d) * (log_d 32) = 5, what is the value of a?",sqrt(2),2,2*sqrt(2),4,A,B,C,D,B,MCQ,Algebra,Logarithms,Easy,"chain rule of logarithms, solving for base","chain rule of logarithms, solving for base",FALSE,MockSet5_QA,Applying,"The expression (log_a b) * (log_b c) * (log_c d) * (log_d 32) simplifies by the change-of-base property.
(log_a c) * (log_c d) * (log_d 32) = 5
(log_a d) * (log_d 32) = 5
log_a 32 = 5.
From the definition of a logarithm, a^5 = 32.
Since 32 = 2^5, we have a^5 = 2^5.
Therefore, a = 2."
QA,40,990011223,9,,,"The total cost of an event is partly fixed and partly varies directly with the number of guests. When there are 20 guests, the total cost is Rs. 3400. When there are 35 guests, the total cost is Rs. 4600. What is the fixed cost (in Rs.) for the event?",,,,,,,,,1800,TITA,Arithmetic,"Ratio, Proportion & Variation",Medium,"fixed cost, variable cost, linear relation, system of equations","fixed cost, variable cost, linear relation, system of equations, Q-Type 17 (Ratio PDF)",TRUE,MockSet5_QA,Applying,"Let FC be the fixed cost and VC be the variable cost per guest. Let N be the number of guests.
Total Cost (TC) = FC + VC * N.
Given:
1. FC + 20*VC = 3400
2. FC + 35*VC = 4600
Subtracting equation (1) from equation (2):
15*VC = 1200
VC = 80.
Substitute VC=80 into equation (1):
FC + 20*80 = 3400
FC + 1600 = 3400
FC = 1800.
The fixed cost is Rs. 1800."
QA,40,101122334,10,,,"Two trains, A and B, start simultaneously from stations P and Q towards each other, respectively. After meeting at a point M, train A takes 3 hours 12 minutes to reach Q, and train B takes 1 hour 48 minutes to reach P. If the speed of train A is 54 km/h, what is the speed of train B in km/h?",60 km/h,72 km/h,75 km/h,80 km/h,A,B,C,D,B,MCQ,Arithmetic,"Time, Speed & Distance (Problems on Trains)",Hard,"meeting point, time after meeting, ratio of speeds, S1/S2 = sqrt(t2/t1)","meeting point, time after meeting, ratio of speeds, S1/S2 = sqrt(t2/t1), Q-Type 3 (TSD PDF concept)",FALSE,MockSet5_QA,Analyzing,"Let speeds be S_A and S_B. After meeting, train A takes t_A = 3h 12min = 3 + 12/60 = 16/5 hours.
Train B takes t_B = 1h 48min = 1 + 48/60 = 9/5 hours.
Given S_A = 54 km/h.
The formula for speeds and time taken after meeting is S_A / S_B = sqrt(t_B / t_A).
54 / S_B = sqrt((9/5) / (16/5))
54 / S_B = sqrt(9/16) = 3/4.
3 * S_B = 54 * 4
S_B = (54 * 4) / 3 = 18 * 4 = 72 km/h."
